fighter_id,fighter_name,fighter_nationality,fighter_club_id,fighter_club_name,fighter_url
11760,Conor McKeag,Ireland,871,The Vanguard Centre,/fighters/details/11760/
6278,Constance Burns,United States,1409,New Jersey Kloppfechters,/fighters/details/6278/
12203,Constantin Lazăr,Romania,530,Iron Will HEMA Academy,/fighters/details/12203/
1344,Constantin Speitel,Austria,268,INDES Salzburg,/fighters/details/1344/
8336,Constantin Suter,Switzerland,510,Historicae Artes Dimicationes Ustrachense,/fighters/details/8336/
8836,Constantine Li,Australia,328,Adelaide Sword Academy,/fighters/details/8836/
10861,Constantinos Fragkos,Greece,583,Pegasus - Athens historical fencing club,/fighters/details/10861/
13777,Cooper Buss,United States,1371,Historical Swordfighting Guild of UT Dallas,/fighters/details/13777/
69,Cor Kronenburg,Netherlands,12,Zwaard & Steen,/fighters/details/69/
7668,Cor van Haastregt,Netherlands,8,Historisch Vrijvechten Nederland,/fighters/details/7668/
7599,Cora Paine,United Kingdom,39,Academy of Historical Fencing,/fighters/details/7599/
8404,Corben Chagnon,United States,642,Cymbrogi School of Western Martial Arts,/fighters/details/8404/
13040,Corentin Fierens,Belgium,1464,IIème Rguingonne,/fighters/details/13040/
11404,Corey Heath,United States,608,Mordhau Historical Combat,/fighters/details/11404/
12688,Corey Leavitt,United States,1437,Moose Historical Fencing,/fighters/details/12688/
9227,Corey Schultz,Canada,457,Saskatoon Historical Fencing,/fighters/details/9227/
8255,Cori McLean,United States,140,Athena School of Arms,/fighters/details/8255/
8242,Corin McLean,United States,140,Athena School of Arms,/fighters/details/8242/
12116,Cormac Dow,United States,925,Bucks Historical Longsword,/fighters/details/12116/
6559,Cormac Walsh,Ireland,781,Knights of Fergus,/fighters/details/6559/
11006,Cornelia Eisen,Denmark,10,Københavns Historiske Fægteklub,/fighters/details/11006/
14618,Cornelius Berthold,Germany,1488,Dimicator Schola,/fighters/details/14618/
5587,Cornelius Tschiersich,Germany,656,Stahlakademie,/fighters/details/5587/
1908,Corrado Roggeri,Italy,349,Compagnia de Le Due Maestà,/fighters/details/1908/
1395,Corrigan Cassidy,Canada,152,Blood and Iron Martial Arts,/fighters/details/1395/
7174,Corrigan Owen,United States,34,Virginia Academy of Fencing,/fighters/details/7174/
1404,Cory Conner,United States,173,Swordguild Portland,/fighters/details/1404/
12007,Cory Keller,Australia,196,Fechtschule Victoria,/fighters/details/12007/
9450,Cosmas Cieplak-Mayr von Baldegg,United Kingdom,1633,Ausardia HEMA Club,/fighters/details/9450/
14793,Cosmin-Marius Cruțan,Romania,530,Iron Will HEMA Academy,/fighters/details/14793/
5194,Costanza Lusini,Italy,130,Accademia Romana d'Armi,/fighters/details/5194/
9174,Costanza Teresa Della Torre,Italy,816,Sala d'Arme Achille Marozzo Lombardia,/fighters/details/9174/
13975,Costanzo Musso,Italy,1105,Club Scherma Apuano,/fighters/details/13975/
6375,Court Dyke,United States,762,Wichita Fencing & HEMA Academy,/fighters/details/6375/
10710,Courtney Herlihy,New Zealand,1311,Whangarei Medieval Combat Club,/fighters/details/10710/
7093,Courtney Lane,Australia,196,Fechtschule Victoria,/fighters/details/7093/
10632,Courtney Nix,United States,104,Schola St. George,/fighters/details/10632/
12046,Craig Anderson,United States,46,Wisconsin Historical Fencing Association,/fighters/details/12046/
12807,Craig Gemeiner,Australia,1468,Gemeiner Savate Academy,/fighters/details/12807/
10224,Craig Hosey,United States,1031,Guild of Knightly Arts,/fighters/details/10224/
6467,Craig Kellner,United States,54,Capital Kunst des Fechtens,/fighters/details/6467/
14476,Craig Kercher,United Kingdom,61,The School of the Sword,/fighters/details/14476/
6027,Craig Oats,Australia,444,Ironclad Academy Of The Sword,/fighters/details/6027/
6097,Craig Shackleton,Canada,679,Ottawa Swordplay,/fighters/details/6097/
2029,Craig Shukas,United States,89,Krieg School,/fighters/details/2029/
8207,Craig Templeman,United Kingdom,522,Clashing Steel Longsword Club,/fighters/details/8207/
12282,Craig Winkels,NA,1167,Metropolitan Historical Fencing Academy,/fighters/details/12282/
10097,Crispin Hasley,United States,642,Cymbrogi School of Western Martial Arts,/fighters/details/10097/
14303,Cristian Alessandrini Biondi,Italy,1598,Sala d'Arme Achille Marozzo Abruzzo,/fighters/details/14303/
13914,Cristian Codecasa,Italy,1567,ASD Centro di Eccellenza Arti Marziali Filippine,/fighters/details/13914/
5437,Cristián Henríquez,Chile,1536,Praelium Australis,/fighters/details/5437/
1191,Cristian Lopez,Ecuador,728,Glasgow HEMA,/fighters/details/1191/
10339,Cristian Milà Martinez,Spain,1289,Club Esgrima Maresme,/fighters/details/10339/
504,Cristian Rosa,United States,120,Knight's Blade HEMA Association,/fighters/details/504/
5405,Cristián Sotomayor,Chile,625,Esgrima Histórica Valdivia,/fighters/details/5405/
8999,Cristina Conde Hernandez,Spain,879,Escuela de Esgrima Historica de Madrid,/fighters/details/8999/
7861,Cristina Hurtado,Spain,990,Caballeros de Al-basit,/fighters/details/7861/
5922,Cristina Vera Segovia,Spain,223,Ost du Griffon Noir,/fighters/details/5922/
14918,Cristóbal Zúñiga,Chile,1632,Hermandad de la Espada,/fighters/details/14918/
16,Cristoffer Holm,Sweden,5,Örebro HEMA,/fighters/details/16/
9984,Crystal Ives Tallman,United States,176,Iron Gate Swordfighting,/fighters/details/9984/
10903,Crystal Newton,United States,107,Seven Swords Academy,/fighters/details/10903/
11456,Crystian Ojeda,United States,151,Phoenix Society of Historical Swordsmanship,/fighters/details/11456/
7470,Csaba Erdei,Hungary,56,Ars Ensis,/fighters/details/7470/
5890,Csaba Horváth,Hungary,56,Ars Ensis,/fighters/details/5890/
14794,Csaba-Attila Csomós,Romania,1422,KDF Kronstadt,/fighters/details/14794/
14036,Csanád Kiss,Hungary,56,Ars Ensis,/fighters/details/14036/
12254,Curtis Thornsberry,United States,608,Mordhau Historical Combat,/fighters/details/12254/
6035,Curtis Wiese,Australia,596,Historical European Rapier Academy,/fighters/details/6035/
6119,Cynthia Kop,Netherlands,38,De Zwaardkring,/fighters/details/6119/
13564,Cynthia On,United States,1250,San Diego Swordfighters,/fighters/details/13564/
11173,Cyprian Felenczak,Poland,247,ARMA Poland,/fighters/details/11173/
5904,Cyril Crespy,France,223,Ost du Griffon Noir,/fighters/details/5904/
8335,Cyril Frei,Switzerland,510,Historicae Artes Dimicationes Ustrachense,/fighters/details/8335/
2835,Cyril Hochmann,France,456,BELAMHE,/fighters/details/2835/
8183,Da Cheng Luo,Taiwan,1028,Truth Exploring,/fighters/details/8183/
1384,Daan Kiesekoms,Belgium,276,Invirtus,/fighters/details/1384/
10419,Daan Oort,Netherlands,52,MARS,/fighters/details/10419/
1672,Daan Opheikens,Netherlands,52,MARS,/fighters/details/1672/
9016,Daan Vos,Netherlands,52,MARS,/fighters/details/9016/
12029,Daffyd Katsoulis,Greece,1185,Academia da Espada Hellas,/fighters/details/12029/
12790,Dafne Dell'Orbo,Italy,NA,NA,/fighters/details/12790/
10214,Dagmara Kozubowska,Poland,784,Szermierka Kielce,/fighters/details/10214/
11749,Daina Gariboldi,Argentina,1377,Alber Aus VU,/fighters/details/11749/
10242,Dajiang Wang,China,NA,NA,/fighters/details/10242/
15008,Dakota Hinton,United States,189,Warriors of Ash,/fighters/details/15008/
11986,Dakota Morrissiey,United States,NA,NA,/fighters/details/11986/
962,Dale Utt,United States,737,Center for Blade Arts,/fighters/details/962/
13432,Dale Winchell,United States,1236,Steelhead Western Martial Arts,/fighters/details/13432/
1464,Dalibor Borek Belfín,Czech Republic,285,Digladior,/fighters/details/1464/
7393,Dalila Annamaria Polico,Italy,147,Compagnia Della Rosa e Della Spada,/fighters/details/7393/
5172,Dalmazio Rustia,Italy,130,Accademia Romana d'Armi,/fighters/details/5172/
8398,Dalton Danker,United States,642,Cymbrogi School of Western Martial Arts,/fighters/details/8398/
5683,Dalton Randall,United States,NA,NA,/fighters/details/5683/
14019,Dalton Weber,United States,167,L'Arte Della Bellica,/fighters/details/14019/
13940,Damase Michaud,France,1576,Lugdunenses,/fighters/details/13940/
14270,Damian Grootjans,Netherlands,38,De Zwaardkring,/fighters/details/14270/
224,Damian Matuszewski,Poland,1436,HEMA Łódź - Korsarze,/fighters/details/224/
10913,Damian Ruiz,United States,1336,Fireblood Combat,/fighters/details/10913/
155,Damián Troncoso Saavedra,Spain,32,Sala Viguesa de Esgrima Antiga,/fighters/details/155/
7042,Damiano Bertolesi,Italy,353,Sala d'Armi Guardia di Croce,/fighters/details/7042/
9113,Damiano Cancian,Italy,818,Sala d'Arme Achille Marozzo Friuli Venezia Giulia,/fighters/details/9113/
3414,Damiano Carissimi,Italy,528,Historica Laminis,/fighters/details/3414/
7388,Damiano Romita,Italy,130,Accademia Romana d'Armi,/fighters/details/7388/
1232,Damien Allen,United States,151,Phoenix Society of Historical Swordsmanship,/fighters/details/1232/
13941,Damien Camors,France,439,Cercle d'Armes du Dauphiné,/fighters/details/13941/
10356,Damien Hewson-Donovan,Australia,496,Melbourne Messer Club,/fighters/details/10356/
5733,Damien Howkins,Canada,201,Okanagan Combat Guild,/fighters/details/5733/
14311,Damien Kitchens,United States,NA,NA,/fighters/details/14311/
5248,Damien le Bras,France,611,La Mesnie du Blanc Castel,/fighters/details/5248/
2671,Damien Tarel,France,437,AMHE Saint-Vallier,/fighters/details/2671/
11381,Damjan Petrović,Serbia,1229,FEATHER - School of fencing,/fighters/details/11381/
10721,Damon Hocking,United Kingdom,1475,Order of the Blade - Exeter,/fighters/details/10721/
8248,Da'Mon Stith,United States,1032,Guild of the Silent Sword,/fighters/details/8248/
7088,Damon Young,Australia,202,Stoccata School of Defence,/fighters/details/7088/
7370,Dan Avetta,United States,620,Men At Arms Martial Arts,/fighters/details/7370/
9657,Dan Buffo,United States,642,Cymbrogi School of Western Martial Arts,/fighters/details/9657/
13414,Dan Cheung,United States,1226,SoCal Swords,/fighters/details/13414/
15297,Dan Georgescu,Romania,530,Iron Will HEMA Academy,/fighters/details/15297/
9243,Dan LaPierre,Canada,153,The Forge: Western Martial Arts,/fighters/details/9243/
8851,Dan Mark Castro,United States,888,Storm of Steel Fencing,/fighters/details/8851/
11050,Dan Nagtegaal,Canada,1163,The Historical Combat Collective,/fighters/details/11050/
7849,Dan Powell,United Kingdom,281,London Historical Fencing Club,/fighters/details/7849/
3013,Dan Roe,United States,80,Forte Swordplay,/fighters/details/3013/
980,Dan Sims,United States,115,Drei Wunder Wma,/fighters/details/980/
14166,Dan Thatcher,United Kingdom,1193,Order of the Blade,/fighters/details/14166/
555,Dan True,Denmark,10,Københavns Historiske Fægteklub,/fighters/details/555/
10910,Dan Vukelich,United States,165,Ann Arbor Sword Club,/fighters/details/10910/
3036,Dana Dougherty,United States,77,Medieval European Martial Arts Guild,/fighters/details/3036/
11268,Dana Lopez,United States,198,Chicago Swordplay Guild,/fighters/details/11268/
12038,Dana Shoffstall,United States,77,Medieval European Martial Arts Guild,/fighters/details/12038/
14276,Danae Zamboulis,Greece,693,Apocalyptic Knights,/fighters/details/14276/
1785,Dane Kilsdonk,Australia,279,Vanguard Swordsmanship Academy,/fighters/details/1785/
12935,Dane Samples,United States,46,Wisconsin Historical Fencing Association,/fighters/details/12935/
960,Danesh Bankwala,United States,766,Minneapolis Amateur Swordfighting Association,/fighters/details/960/
3509,Dani Rosemund,United States,317,Bold City Longsword,/fighters/details/3509/
5839,Dania Wright,United States,151,Phoenix Society of Historical Swordsmanship,/fighters/details/5839/
8049,Danial Alt,United States,887,Vier Blossen Historical Fencing,/fighters/details/8049/
10037,Daniel Aldridge,United States,899,Diamond Rose Academie D'Armes,/fighters/details/10037/
9516,Daniel Alejandro Bassi,Argentina,1202,Scolari Cordoba,/fighters/details/9516/
14077,Daniel Andrš,Czech Republic,288,Pardubický spolek šermířský,/fighters/details/14077/
5784,Daniel Antileo,Chile,684,Centro Cruzado,/fighters/details/5784/
2888,Daniel Antrobus,United Kingdom,712,Mercian Medieval Fight Club,/fighters/details/2888/
1789,Daniel Arnold,Australia,503,Australis Scherma Scuola di Spada e Sciabola,/fighters/details/1789/
2861,Daniel Barreto,United States,43,New York Historical Fencing Association,/fighters/details/2861/
1667,Daniel Bartholomaus Ciupka,Germany,313,Bellum Nobile,/fighters/details/1667/
7149,Daniel Becker,Germany,891,Bunte Schar Budenheim,/fighters/details/7149/
14020,Daniel Billings,United States,982,Historical Fencing of York,/fighters/details/14020/
14940,Daniel Blair,United States,NA,NA,/fighters/details/14940/
3389,Daniel Blay,Australia,202,Stoccata School of Defence,/fighters/details/3389/
3135,Daniel Bolitho,Australia,326,The School of Historical Fencing,/fighters/details/3135/
710,Daniel Breslin,United States,77,Medieval European Martial Arts Guild,/fighters/details/710/
11423,Daniel Buelna,United States,180,Academy of Arms,/fighters/details/11423/
6086,Daniel Cadenbach,United States,724,Nebraska Swordfighters Guild,/fighters/details/6086/
1792,Daniel chapman,Australia,325,Sword Fighter Gold Coast,/fighters/details/1792/
10551,Daniel Chastanet,United States,317,Bold City Longsword,/fighters/details/10551/
11630,Daniel Chavira,United States,996,Medieval Military Arts Academy,/fighters/details/11630/
11654,Daniel CIOLEK,Germany,868,Europäische Schwertkunst Augsburg,/fighters/details/11654/
11132,Daniel Clay,United Kingdom,249,Schola Gladiatoria,/fighters/details/11132/
3395,Daniel Collins,Australia,202,Stoccata School of Defence,/fighters/details/3395/
9477,Daniel Cooper,Australia,1195,Ballarat Medieval Combat,/fighters/details/9477/
14312,Daniel Craun,United States,NA,NA,/fighters/details/14312/
12485,Daniel Crespo Telmo,Spain,390,Esgrima Antiga Pontevedra,/fighters/details/12485/
5406,Daniel Cristi,Chile,625,Esgrima Histórica Valdivia,/fighters/details/5406/
12832,Daniel Dagenais,Canada,1149,Calgary Fellowship of the Sword,/fighters/details/12832/
2755,Daniel Daugherty,United States,34,Virginia Academy of Fencing,/fighters/details/2755/
9828,Daniel Davis,United States,NA,NA,/fighters/details/9828/
7314,Daniel Dionne,United States,1282,Swordsmanship Museum and Academy,/fighters/details/7314/
8908,Daniel Dolejš,Czech Republic,787,Digladior Plzeň,/fighters/details/8908/
5393,Daniel Esteban Ochoa Solis,Mexico,370,Phoebus Ferratus,/fighters/details/5393/
11152,Daniel Evans,United States,1413,Ram's Head Fencing,/fighters/details/11152/
8554,Dániel Fábián,Hungary,468,Falka,/fighters/details/8554/
13273,Daniel Flaherty,United States,140,Athena School of Arms,/fighters/details/13273/
541,Daniel Flokenes,Norway,20,Fekteklubben Frie Duellister,/fighters/details/541/
14599,Daniel Flowers,United States,751,Halfmoon Hema,/fighters/details/14599/
12345,Daniel Fong,United States,619,Society for Creative Anachronism,/fighters/details/12345/
12626,Daniel Ford,Canada,1023,Dueling Weapons Academy of Renaissance Fencing,/fighters/details/12626/
1505,Daniel Fraj,Czech Republic,286,Bellátor,/fighters/details/1505/
7509,Daniel Francisco Rodriguez,Spain,757,Sala de Armas Fénix,/fighters/details/7509/
15358,Daniel Freithofer,Austria,1240,Equinox,/fighters/details/15358/
1705,Daniel French,United States,36,Atlanta Historical Fencing Academy,/fighters/details/1705/
3108,Daniel Furniss,Australia,325,Sword Fighter Gold Coast,/fighters/details/3108/
1200,Daniel Gerlei,Hungary,243,Glasgow University Historical Swordsmanship,/fighters/details/1200/
7345,Daniel Gill,United States,309,War Sword Historical Fencing,/fighters/details/7345/
7194,Daniel Goldsmith,United States,116,Ordo Procinctus,/fighters/details/7194/
7824,Daniel Gonzalez Gomez,Spain,895,Academia Asturiana de la Espada,/fighters/details/7824/
7410,Daniel Gottschalk,Germany,538,Schwert und Bogen,/fighters/details/7410/
1768,Daniel Green,Australia,279,Vanguard Swordsmanship Academy,/fighters/details/1768/
11557,Daniel Guerrero,Peru,1090,Esgrima Histórica Bellatores,/fighters/details/11557/
10722,Daniel Gutierrez,United Kingdom,NA,NA,/fighters/details/10722/
4791,Daniel Halliday,United States,745,Liberty Sword Club,/fighters/details/4791/
5315,Daniel Hambraeus,Sweden,534,Umeås Historiska Fäktskola,/fighters/details/5315/
12966,Daniel Heink,Germany,1487,Meisterhauw,/fighters/details/12966/
9510,Daniel Heitz,NA,34,Virginia Academy of Fencing,/fighters/details/9510/
13630,Daniel Hewitt,Canada,1545,Terra Nova School of Sword,/fighters/details/13630/
2901,Daniel Hofmann,Sweden,5,Örebro HEMA,/fighters/details/2901/
598,Daniel Hourigan,Australia,145,Glen Lachlann Estate College of Arms,/fighters/details/598/
2935,Daniel Hughes,United Kingdom,249,Schola Gladiatoria,/fighters/details/2935/
10049,Daniel Ibaseta Rodríguez,Spain,1439,Gaudiosa Esgrima Histórica,/fighters/details/10049/
12577,Daniel Ingleson,United Kingdom,62,The Renaissance Sword Club,/fighters/details/12577/
14946,Daniel Jambrek,Croatia,294,Ars Gladiatoria,/fighters/details/14946/
2889,Daniel Jones,United Kingdom,987,Edel Fencing Academy,/fighters/details/2889/
7708,Daniel Kabzhan,Russia,402,Ultima Ratio Sibir,/fighters/details/7708/
4890,Daniel Karkotka,Poland,247,ARMA Poland,/fighters/details/4890/
7411,Daniel Kastner,Germany,926,Quinque Verba,/fighters/details/7411/
14479,Daniel King,United Kingdom,1076,Smart HEMA Clubs,/fighters/details/14479/
12047,Daniel Krauss,United States,663,Lansing Longsword Guild,/fighters/details/12047/
13280,Daniel Kroupa,Czech Republic,1387,IPMAF Kombatan Kali Presas Style Czech Republic,/fighters/details/13280/
4774,Daniel Krzaczkowski,Poland,248,Fechtschule Gdańsk,/fighters/details/4774/
14805,Daniel Kumatz,United States,808,Nashville School of Historical Fencing,/fighters/details/14805/
11257,Daniel Laloggia,United States,198,Chicago Swordplay Guild,/fighters/details/11257/
10605,Daniel Larizza,Australia,328,Adelaide Sword Academy,/fighters/details/10605/
8213,Daniel Latham,NA,NA,NA,/fighters/details/8213/
11028,Daniel Legenstein,Austria,1346,INDES Klagenfurt,/fighters/details/11028/
8018,Daniel Lenfest-Jameson,Canada,153,The Forge: Western Martial Arts,/fighters/details/8018/
4636,Daniel Leon,United States,NA,NA,/fighters/details/4636/
8167,Daniel Lincoln,Canada,1163,The Historical Combat Collective,/fighters/details/8167/
156,Daniel Lopez Varela,Spain,565,100Tolos HEMA,/fighters/details/156/
5373,Daniel Malone,Australia,494,Prima Spada School of Fence,/fighters/details/5373/
12160,Daniel Martin,Czech Republic,285,Digladior,/fighters/details/12160/
13728,Daniel Marvin,United States,1236,Steelhead Western Martial Arts,/fighters/details/13728/
817,Daniel Masters,United States,433,South Coast Swords,/fighters/details/817/
10225,Daniel McAdams,United States,1031,Guild of Knightly Arts,/fighters/details/10225/
2278,Daniel McLaurin,United States,104,Schola St. George,/fighters/details/2278/
11548,Daniel Meneses,Peru,NA,NA,/fighters/details/11548/
12542,Daniel Merz,Switzerland,794,Säbelrassler,/fighters/details/12542/
9612,Daniel Momich,New Zealand,1219,Canterbury Historical Fencing Club,/fighters/details/9612/
2940,Daniel Montoro,United Kingdom,471,Red Dragon Longsword Academy,/fighters/details/2940/
10465,Daniel Mulcahy,Ireland,17,Blademasters Academy,/fighters/details/10465/
12627,Daniel Niznik,Canada,978,Ironwood Sword School,/fighters/details/12627/
2406,Daniel O'Donovan,Ireland,17,Blademasters Academy,/fighters/details/2406/
10361,Daniel Offrell,Sweden,64,Stockholmspolisens Idrottsförening Fäktning,/fighters/details/10361/
1388,Daniel Olivier Sutter,Switzerland,1152,Reisläufer Bern,/fighters/details/1388/
1339,Daniel Olsson,Sweden,1,Gothenburg Historical Fencing School,/fighters/details/1339/
8752,Daniel Ondrejak,Slovakia,264,Bratislavský šermiarsky spolok,/fighters/details/8752/
6655,Daniel Ott,Germany,798,KdF Leipzig,/fighters/details/6655/
11249,Daniel Owen,United States,108,Sword to Sword,/fighters/details/11249/
10376,Daniel Panizo,Sweden,4,Uppsala Historiska Fäktskola,/fighters/details/10376/
11015,Daniel Park,United States,NA,NA,/fighters/details/11015/
4687,Daniel Philpott,United Kingdom,61,The School of the Sword,/fighters/details/4687/
10668,Daniel Pierce,United States,36,Atlanta Historical Fencing Academy,/fighters/details/10668/
6445,Daniel Pile,Australia,NA,NA,/fighters/details/6445/
14037,Dániel Polgár,Hungary,291,Kard Rendje ViSE,/fighters/details/14037/
1781,Daniel Pope,Australia,591,Scholar Victoria,/fighters/details/1781/
12520,Daniel Price,United States,1302,Appalachian Highland Historical Fencing,/fighters/details/12520/
5730,Daniel Prieto Bascones,Spain,566,Asociacion Naronesa de Esgrima Antigua,/fighters/details/5730/
9053,Daniel Putnam,United States,180,Academy of Arms,/fighters/details/9053/
12437,Daniel Ramirez,Peru,1090,Esgrima Histórica Bellatores,/fighters/details/12437/
323,Daniel Ramos,United States,34,Virginia Academy of Fencing,/fighters/details/323/
5631,Daniel Rauens,United States,46,Wisconsin Historical Fencing Association,/fighters/details/5631/
3563,Daniel Reiter,Germany,539,Der Fechtboden,/fighters/details/3563/
14078,Daniel Richter,Czech Republic,288,Pardubický spolek šermířský,/fighters/details/14078/
6793,Daniel Romano,Australia,591,Scholar Victoria,/fighters/details/6793/
5056,Daniel Rosenberg,United States,34,Virginia Academy of Fencing,/fighters/details/5056/
12467,Daniel Russell,United Kingdom,722,Academy of Steel,/fighters/details/12467/
12226,Daniel Sanders,United States,1256,Arena Weapon Arts,/fighters/details/12226/
2094,Daniel Sasik,Slovakia,287,Pugiles,/fighters/details/2094/
11327,Daniel Saunders,United States,642,Cymbrogi School of Western Martial Arts,/fighters/details/11327/
8127,Daniel Schlegel,Germany,671,Pfälzer Schwertlöwen,/fighters/details/8127/
10830,Daniel Solyom,Norway,20,Fekteklubben Frie Duellister,/fighters/details/10830/
5349,Daniel Spahr,United States,620,Men At Arms Martial Arts,/fighters/details/5349/
6495,Daniel Stachniewicz,Poland,858,ARMA Poland Olsztyn,/fighters/details/6495/
8651,Daniel Stool,United States,70,Broken Plow Western Martial Arts,/fighters/details/8651/
623,Daniel Stuart,United States,71,Maryland Kunst des Fechtens,/fighters/details/623/
10801,Daniel Suni,Finland,1296,Jakobstads Historiska Fäktningssällskap,/fighters/details/10801/
14108,Daniel Swenson,United States,1413,Ram's Head Fencing,/fighters/details/14108/
14624,Daniel Tallarek,Germany,1613,HEMA Finsterwalde,/fighters/details/14624/
6638,Dániel Tenke,Hungary,56,Ars Ensis,/fighters/details/6638/
5154,Daniel Thomas,United States,463,The HEMA Club at VCU,/fighters/details/5154/
11955,Daniel Thomson,Australia,1015,Ursa Major HEMA Academy,/fighters/details/11955/
15105,Daniel Torres-DiNottia,United States,1649,East Bay Historical Fencing,/fighters/details/15105/
5546,Daniel Turano,Brazil,646,Casa Vieira Turaine,/fighters/details/5546/
12426,Daniel Unander,Sweden,1442,Tjörns HEMA-Sällskap,/fighters/details/12426/
2055,Daniel Ureña Zafra,Spain,367,Sala d'Armes Creu de Sant Jordi,/fighters/details/2055/
14975,Daniel Visscher,Netherlands,38,De Zwaardkring,/fighters/details/14975/
6054,Daniel Weir,United Kingdom,281,London Historical Fencing Club,/fighters/details/6054/
10234,Daniel Wells,United Kingdom,1193,Order of the Blade,/fighters/details/10234/
7774,Daniel Williams,United Kingdom,61,The School of the Sword,/fighters/details/7774/
12936,Daniel Wogan,United States,1129,Indianapolis Fencing Club,/fighters/details/12936/
14669,Daniel Wołowski,Poland,1232,Na ubitej ziemi,/fighters/details/14669/
6743,Daniel Zell,Germany,263,Europäische Schwertkunst,/fighters/details/6743/
11410,Daniel Zimet,United States,1250,San Diego Swordfighters,/fighters/details/11410/
324,Daniel Zwart,Canada,165,Ann Arbor Sword Club,/fighters/details/324/
7399,Daniela Caraccio,Italy,1095,Res Martialis,/fighters/details/7399/
1916,Daniele Adami,Italy,351,Ordine delle Lame Scaligere,/fighters/details/1916/
9144,Daniele Ageno,Italy,823,Sala d'Arme Achille Marozzo Veneto-Trentino Alto Adige,/fighters/details/9144/
7754,Daniele Arca,Italy,352,Confraternita dei Liberi,/fighters/details/7754/
14295,Daniele Arioli,Italy,822,Sala d'Arme Achille Marozzo Emilia,/fighters/details/14295/
6608,Daniele Beltrami,Switzerland,791,Compagnia del Corvo Grigio,/fighters/details/6608/
2225,Daniele Bisazza,Italy,130,Accademia Romana d'Armi,/fighters/details/2225/
2331,Daniele Calcagno,Italy,203,Sala d'Arme Achille Marozzo,/fighters/details/2331/
7936,Daniele Cipollone,Italy,212,Le Spire del Lupo,/fighters/details/7936/
5615,Daniele Lastella,Italy,1114,Sala d'Armi Guardia di Croce Rome,/fighters/details/5615/
10483,Daniele Mandatori,Italy,527,Scuola d'Arme Fiore dei Liberi,/fighters/details/10483/
5991,Daniele Nuvoli,Italy,527,Scuola d'Arme Fiore dei Liberi,/fighters/details/5991/
2351,Daniele Pezzoni,Italy,398,La Stella dei Viandanti,/fighters/details/2351/
5164,Daniele Pirozzi,Italy,130,Accademia Romana d'Armi,/fighters/details/5164/
993,Daniele Romeo,Italy,130,Accademia Romana d'Armi,/fighters/details/993/
10321,Daniele Rondoni,Italy,1268,Falchi del Secchia,/fighters/details/10321/
1909,Daniele Usai,Italy,204,La Sala delle Armi,/fighters/details/1909/
6105,Danielle Rae,Canada,679,Ottawa Swordplay,/fighters/details/6105/
2519,Daniil Baikov,Russia,403,Arkenstone,/fighters/details/2519/
8597,Daniil Plaksin,Russia,848,Fight and Fit,/fighters/details/8597/
2505,Daniil Poriadin,Russia,409,Camelot,/fighters/details/2505/
9913,Daniil Snisarenko,Ukraine,1022,Guild of Duel Fencing,/fighters/details/9913/
2550,Daniil Sushkov,Russia,341,Renaissance Fencing School,/fighters/details/2550/
7690,Daniil Tarkov,Russia,348,Hello Kitty,/fighters/details/7690/
6153,Daniil Typanov,Russia,729,International Academy of Fencing Arts,/fighters/details/6153/
8601,Daniil Volkov,Russia,338,Golden Falcon,/fighters/details/8601/
13007,Daniil Yefremov,Kazakhstan,1497,Ferox,/fighters/details/13007/
6967,Danil Dvinskih,Russia,427,NoName,/fighters/details/6967/
7607,Danil Yakovlev,Russia,834,Varga,/fighters/details/7607/
7608,Danil Yunusov,Russia,338,Golden Falcon,/fighters/details/7608/
8587,Danila Gonchar,Russia,408,Challenge,/fighters/details/8587/
6969,Danila Orehov,Russia,345,Golden Forests,/fighters/details/6969/
7389,Danilo Goione,Italy,147,Compagnia Della Rosa e Della Spada,/fighters/details/7389/
2215,Danilo Quibrino,Italy,391,I Cavalieri de li Terre Tarantine,/fighters/details/2215/
4958,Danilo Smuđa,Serbia,531,Terca - School of Historical European Swordplay,/fighters/details/4958/
10960,Danique Grevink,Netherlands,38,De Zwaardkring,/fighters/details/10960/
15340,Danny Barringer,United States,175,Davenriche European Martial Artes School,/fighters/details/15340/
3124,Danny Gawley,United Kingdom,592,Gaillimh Gallóglaigh,/fighters/details/3124/
7286,Danny Martin,United States,185,Tattershall School of Defense,/fighters/details/7286/
727,Danny Miller,Canada,1163,The Historical Combat Collective,/fighters/details/727/
10893,Danny Voigt,United States,1226,SoCal Swords,/fighters/details/10893/
14846,Dante Norzagaray,United States,1252,Crossroads Swords,/fighters/details/14846/
15015,Dante Otero,United States,43,New York Historical Fencing Association,/fighters/details/15015/
6592,Danuta Pakuła,Poland,784,Szermierka Kielce,/fighters/details/6592/
9717,Danylo Hieonia,Ukraine,1177,Sharukhan,/fighters/details/9717/
9422,Danylo Ostras,Ukraine,NA,NA,/fighters/details/9422/
14393,Daphne Tooms,Sweden,4,Uppsala Historiska Fäktskola,/fighters/details/14393/
5296,Dara Ehtesham,United States,69,Triangle Sword Guild,/fighters/details/5296/
5694,Darain Ienesoiu,Romania,448,Club sportiv Gebeleizis,/fighters/details/5694/
2617,Daria Agalakova,Russia,411,HEMA Academy,/fighters/details/2617/
1896,Daria Aleshina,Russia,60,White Company,/fighters/details/1896/
11804,Daria Hennrichs,Germany,933,Historisches Fechten Gießen,/fighters/details/11804/
