event_id,event_url,event_brand,event_year,event_country,event_date,participants,foreign_participants,new,returning,churn
1320,/events/details/1320/,Dutch Lions Cup,2018,Netherlands,2018-08-25,92,53,52,40,0.57
1524,/events/details/1524/,Dutch Lions Cup,2019,Netherlands,2019-08-24,81,49,40,41,0.49
41,/events/details/41/,Edgebana,2016,United Kingdom,2016-07-30,24,0,24,0,NA
168,/events/details/168/,Edgebana,2017,United Kingdom,2017-10-07,30,5,18,12,0.6
1335,/events/details/1335/,Edgebana,2018,United Kingdom,2018-09-22,25,3,13,12,0.52
2159,/events/details/2159/,Edgebana,2024,United Kingdom,2024-09-14,61,1,52,9,0.85
1946,/events/details/1946/,Ehms Open,2023,Finland,2023-11-18,34,2,34,0,NA
1395,/events/details/1395/,Ehms Open Doors Tournament,2018,Finland,2018-12-15,23,0,23,0,NA
34,/events/details/34/,Ehms Salikisa,2016,Finland,2016-05-07,18,0,18,0,NA
130,/events/details/130/,Ehms Salikisa,2017,Finland,2017-05-27,13,0,9,4,0.69
1501,/events/details/1501/,Eleonora,2019,Russia,2019-07-06,43,1,43,0,NA
85,/events/details/85/,Encuentro,2017,Mexico,2017-02-04,33,8,33,0,NA
1251,/events/details/1251/,Encuentro De Artes Marciales Europeas,2018,Mexico,2018-02-03,37,5,37,0,NA
1239,/events/details/1239/,English Sidesword Open,2018,United Kingdom,2018-02-24,48,15,48,0,NA
1408,/events/details/1408/,English Sidesword Open,2019,United Kingdom,2019-02-16,50,20,23,27,0.46
2069,/events/details/2069/,Esbjerg Open,2024,Denmark,2024-01-28,11,0,11,0,NA
1666,/events/details/1666/,Espada De Maestro,2021,Ukraine,2021-11-14,20,19,20,0,NA
1480,/events/details/1480/,European Games Invitational Gala Tournament,2019,Belarus,2019-06-22,142,137,142,0,NA
1451,/events/details/1451/,Everything Else Event,2019,United States,2019-02-16,27,1,27,0,NA
1410,/events/details/1410/,Exeter Longsword Competition,2019,United Kingdom,2019-02-16,26,3,26,0,NA
2118,/events/details/2118/,Fachedanz,2024,Germany,2024-05-04,10,0,10,0,NA
150,/events/details/150/,Fairfax Mini Renaissance Faire,2017,United States,2017-07-29,12,2,12,0,NA
1504,/events/details/1504/,Fairfax Mini Renaissance Faire,2019,United States,2019-07-27,13,3,11,2,0.85
1947,/events/details/1947/,Fall Tournament,2022,Canada,2022-10-14,15,1,15,0,NA
1941,/events/details/1941/,Fall Tournament,2023,Canada,2023-09-29,23,1,16,7,0.7
1993,/events/details/1993/,Feakle,2024,Ireland,2024-02-03,21,0,21,0,NA
2007,/events/details/2007/,Fecht,2023,United States,2023-12-01,45,1,45,0,NA
88,/events/details/88/,Fecht Ba,2015,Slovakia,2015-04-18,33,17,33,0,NA
51,/events/details/51/,Fecht Ba,2016,Slovakia,2016-04-16,51,22,34,17,0.67
99,/events/details/99/,Fecht Ba,2017,Slovakia,2017-04-08,80,33,48,32,0.6
86,/events/details/86/,Fecht Tn,2017,Slovakia,2017-02-25,21,1,21,0,NA
61,/events/details/61/,Fecht Yeah,2016,United States,2016-05-14,12,0,12,0,NA
1209,/events/details/1209/,Fecht Yeah,2017,United States,2017-06-17,18,0,10,8,0.56
1343,/events/details/1343/,Fecht Yeah,2018,United States,2018-06-20,29,1,23,6,0.79
1488,/events/details/1488/,Fecht Yeah,2019,United States,2019-06-16,23,2,12,11,0.52
1254,/events/details/1254/,Fechtschile,2017,Chile,2017-10-15,32,1,32,0,NA
2123,/events/details/2123/,Fechtschile ,2024,Chile,2024-07-06,29,0,29,0,NA
72,/events/details/72/,Fechtschule New York,2014,United States,2014-05-30,16,1,16,0,NA
76,/events/details/76/,Fechtschule New York,2016,United States,2016-06-03,74,4,63,11,0.85
127,/events/details/127/,Fechtschule New York,2017,United States,2017-06-02,76,2,39,37,0.51
1400,/events/details/1400/,Fechtterra,2018,Russia,2018-12-08,90,11,90,0,NA
1971,/events/details/1971/,Feder League : Basilisk Cup,2023,Poland,2023-12-09,19,3,19,0,NA
1299,/events/details/1299/,Feder League : Black Horns Cup,2018,Poland,2018-06-23,44,1,44,0,NA
1476,/events/details/1476/,Feder League : Black Horns Cup,2019,Poland,2019-06-15,57,10,39,18,0.68
1630,/events/details/1630/,Feder League : Black Horns Cup,2021,Poland,2021-06-26,66,0,38,28,0.58
1726,/events/details/1726/,Feder League : Black Horns Cup,2022,Poland,2022-06-04,60,6,35,25,0.58
1854,/events/details/1854/,Feder League : Black Horns Cup,2023,Poland,2023-06-23,99,28,62,37,0.63
1186,/events/details/1186/,Feder League : Durchschlag,2017,Poland,2017-02-25,23,0,23,0,NA
1240,/events/details/1240/,Feder League : Durchschlag,2018,Poland,2018-03-03,29,3,18,11,0.62
1420,/events/details/1420/,Feder League : Durchschlag,2019,Poland,2019-03-02,62,10,48,14,0.77
1618,/events/details/1618/,Feder League : Durchschlag,2020,Poland,2020-03-07,72,11,43,29,0.6
1205,/events/details/1205/,Feder League : Falcons Cup,2016,Poland,2016-12-08,47,0,47,0,NA
1199,/events/details/1199/,Feder League : Falcons Cup,2017,Poland,2017-12-08,41,1,20,21,0.49
1361,/events/details/1361/,Feder League : Falcons Cup,2018,Poland,2018-10-21,29,1,15,14,0.52
1697,/events/details/1697/,Feder League : Fechtberg,2022,Poland,2022-03-19,41,8,41,0,NA
1998,/events/details/1998/,Feder League : Fechtberg,2024,Poland,2024-02-17,112,21,101,11,0.9
1829,/events/details/1829/,Feder League : Fechtberg Poker Cup,2023,Poland,2023-02-26,105,30,105,0,NA
1777,/events/details/1777/,Feder League : Frauschlag: Hema Feder Women Tournament,2022,Poland,2022-11-19,23,8,23,0,NA
1788,/events/details/1788/,Feder League : Koliada,2022,Poland,2022-12-10,58,3,58,0,NA
1193,/events/details/1193/,Feder League : Ligowy Turniej Szabli Rapiera,2017,Poland,2017-11-18,29,4,29,0,NA
1571,/events/details/1571/,Feder League : Mistrzostwa Polski,2019,Poland,2019-12-06,83,0,83,0,NA
1388,/events/details/1388/,Feder League : Polish Championships,2018,Poland,2018-12-08,67,0,67,0,NA
1683,/events/details/1683/,Feder League : Valkyrie Cup,2022,Poland,2022-02-26,31,0,31,0,NA
1771,/events/details/1771/,Feder League : Valkyrie Cup,2022,Poland,2022-10-22,56,6,36,20,0.64
1975,/events/details/1975/,Feder League : Valkyrie Cup,2023,Poland,2023-11-17,111,23,79,32,0.71
1647,/events/details/1647/,Feder League : Vinterschlag,2021,Poland,2021-12-11,54,7,54,0,NA
1207,/events/details/1207/,Feder League : W,2016,Poland,2016-10-02,40,3,40,0,NA
1206,/events/details/1206/,Feder League : W,2017,Poland,2017-10-01,39,0,20,19,0.51
1348,/events/details/1348/,Feder League : W,2018,Poland,2018-09-29,53,6,34,19,0.64
1525,/events/details/1525/,Feder League : W,2019,Poland,2019-09-29,48,11,28,20,0.58
1690,/events/details/1690/,Feder League : Wild Boar Tusk,2021,Poland,2021-10-23,62,4,62,0,NA
2096,/events/details/2096/,Feder League: Black Horns Cup,2024,Poland,2024-06-08,131,40,131,0,NA
2095,/events/details/2095/,Feder League: Durchschlag Krieger Cup,2024,Poland,2024-05-12,69,4,69,0,NA
2094,/events/details/2094/,Feder League: Frauschlag Krieger Cup,2024,Poland,2024-05-11,21,6,21,0,NA
146,/events/details/146/,Feile Na Gaiscigh,2017,Ireland,2017-06-30,40,18,40,0,NA
1238,/events/details/1238/,Feile Na Gaiscigh,2018,Ireland,2018-02-16,42,16,25,17,0.6
2046,/events/details/2046/,Feile Na Gaiscigh,2024,Ireland,2024-05-04,23,5,22,1,0.96
1237,/events/details/1237/,Ferrand,2018,France,2018-02-24,75,11,75,0,NA
118,/events/details/118/,Festival Of The Sword,2017,Australia,2017-04-22,61,6,61,0,NA
1384,/events/details/1384/,Festival Of The Sword,2018,Australia,2018-07-13,19,1,8,11,0.42
1457,/events/details/1457/,Festival Of The Sword,2019,Australia,2019-04-19,52,4,47,5,0.9
164,/events/details/164/,Fightcamp,2017,United Kingdom,2017-08-11,100,13,100,0,NA
1314,/events/details/1314/,Fightcamp,2018,United Kingdom,2018-08-15,100,14,47,53,0.47
1596,/events/details/1596/,Fightcamp,2019,United Kingdom,2019-08-16,85,14,46,39,0.54
121,/events/details/121/,Fior Di Szatmar,2017,Romania,2017-05-06,15,1,15,0,NA
1274,/events/details/1274/,Fior Di Szatmar,2018,Romania,2018-05-03,20,8,14,6,0.7
1259,/events/details/1259/,Fiore Open,2018,Australia,2018-04-08,17,1,17,0,NA
1513,/events/details/1513/,Five Rings Classical Fencing Open,2019,United States,2019-09-28,35,0,35,0,NA
1650,/events/details/1650/,Five Rings Classical Fencing Open,2021,United States,2021-09-28,22,0,14,8,0.64
1338,/events/details/1338/,Five Rings Fencing Annual Kc Sword Tournament,2018,United States,2018-09-22,22,0,22,0,NA
2101,/events/details/2101/,Flor De Aco,2024,Brazil,2024-06-09,9,0,9,0,NA
1502,/events/details/1502/,Flower Of Battle,2019,United States,2019-07-19,54,2,54,0,NA
94,/events/details/94/,Flowerpoint,2017,United States,2017-03-04,60,0,60,0,NA
1248,/events/details/1248/,Flowerpoint,2018,United States,2018-03-23,86,2,61,25,0.71
1911,/events/details/1911/,Flugelschlag Ossweil,2023,Germany,2023-09-09,22,1,22,0,NA
1515,/events/details/1515/,Flugelschlag Stuttgart,2019,Germany,2019-09-07,23,0,23,0,NA
1798,/events/details/1798/,Fosse Aux Lions,2023,France,2023-03-11,53,2,53,0,NA
1910,/events/details/1910/,Four Openings Rapier Tournament,2023,United States,2023-10-14,26,0,26,0,NA
1761,/events/details/1761/,Fraufecht,2022,United States,2022-09-03,19,0,19,0,NA
2039,/events/details/2039/,Fraufecht,2023,United States,2023-09-02,24,0,14,10,0.58
2148,/events/details/2148/,Fraufecht,2024,United States,2024-08-31,39,1,23,16,0.59
1856,/events/details/1856/,Freifechttag,2023,Germany,2023-07-15,8,1,8,0,NA
2088,/events/details/2088/,Friendfecht,2024,Australia,2024-06-08,28,0,28,0,NA
1978,/events/details/1978/,Fright Fight,2023,United States,2023-10-27,56,0,56,0,NA
1957,/events/details/1957/,Frost On The Blade,2023,Canada,2023-11-18,51,2,51,0,NA
126,/events/details/126/,Fruhlingsfechten,2017,Germany,2017-04-23,13,1,13,0,NA
1275,/events/details/1275/,Fruhlingsfechten,2018,Germany,2018-04-28,27,2,19,8,0.7
1456,/events/details/1456/,Fruhlingsfechten,2019,Germany,2019-04-28,29,3,14,15,0.48
110,/events/details/110/,Galway Hema Open,2016,Ireland,2016-08-20,18,5,18,0,NA
1377,/events/details/1377/,Galway Longsword Open,2018,Ireland,2018-11-17,15,2,15,0,NA
1418,/events/details/1418/,Geselle Fechten,2018,United States,2018-09-15,44,1,44,0,NA
1532,/events/details/1532/,Gesellen Fechten,2019,United States,2019-10-19,92,2,92,0,NA
1661,/events/details/1661/,Gesellen Fechten,2021,United States,2021-10-15,87,2,59,28,0.68
1792,/events/details/1792/,Gesellen Fechten,2022,United States,2022-10-28,109,0,79,30,0.72
1996,/events/details/1996/,Gesellen Fechten,2023,United States,2023-10-22,145,2,89,56,0.61
1385,/events/details/1385/,Glasgow Hema Open,2018,United Kingdom,2018-12-08,26,0,26,0,NA
1574,/events/details/1574/,Glasgow Hema Open,2019,United Kingdom,2019-12-08,13,0,6,7,0.46
1699,/events/details/1699/,Glasgow Hema Open,2022,United Kingdom,2022-02-26,31,0,25,6,0.81
1817,/events/details/1817/,Glasgow Hema Open,2023,United Kingdom,2023-02-25,40,1,26,14,0.65
2062,/events/details/2062/,Glasgow Hema Open,2024,United Kingdom,2024-02-24,52,1,35,17,0.67
1449,/events/details/1449/,Go Fencing Day,2018,Russia,2018-11-04,35,0,35,0,NA
1939,/events/details/1939/,Goats Of War,2023,Belgium,2023-11-11,57,24,57,0,NA
1718,/events/details/1718/,Gold Coast Classic: Longsword,2022,Australia,2022-06-18,15,0,15,0,NA
2025,/events/details/2025/,Gold Coast Classic: Longsword,2024,Australia,2024-04-13,24,0,18,6,0.75
2175,/events/details/2175/,Gold Coast Classic: Rapier,2024,Australia,2024-09-21,30,0,30,0,NA
1981,/events/details/1981/,Gold Coast Classic: Sidesword,2024,Australia,2024-01-20,30,0,30,0,NA
1852,/events/details/1852/,Grand Challenge De Sabre,2022,France,2022-12-17,19,18,19,0,NA
1497,/events/details/1497/,Great Fight North,2019,Canada,2019-07-06,33,13,33,0,NA
2114,/events/details/2114/,Green Chapel,2024,United States,2024-06-22,50,0,50,0,NA
1621,/events/details/1621/,Green Chapel Tourney,2021,United States,2021-05-01,26,0,26,0,NA
1707,/events/details/1707/,Green Chapel Tourney,2022,United States,2022-04-23,15,0,9,6,0.6
1863,/events/details/1863/,Green Chapel Tourney,2023,United States,2023-04-22,10,0,6,4,0.6
116,/events/details/116/,Guard,2017,Ireland,2017-02-25,16,2,16,0,NA
1913,/events/details/1913/,Hanseschlag Hamburg,2023,Germany,2023-08-26,47,10,47,0,NA
69,/events/details/69/,Heffac,2015,Netherlands,2015-10-10,58,11,58,0,NA
63,/events/details/63/,Heffac,2016,Netherlands,2016-10-15,68,14,39,29,0.57
169,/events/details/169/,Heffac,2017,Netherlands,2017-10-14,59,9,28,31,0.47
1349,/events/details/1349/,Heffac,2018,Belgium,2018-10-20,31,22,17,14,0.55
17,/events/details/17/,Helsinki Bolognese Open,2015,Finland,2015-11-21,20,11,20,0,NA
53,/events/details/53/,Helsinki Bolognese Open,2016,Finland,2016-11-19,28,9,18,10,0.64
1191,/events/details/1191/,Helsinki Bolognese Open,2017,Finland,2017-11-25,14,1,4,10,0.29
1332,/events/details/1332/,Helsinki Bolognese Open,2018,Finland,2018-08-10,21,6,12,9,0.57
13,/events/details/13/,Helsinki Longsword Open,2014,Finland,2014-01-18,39,22,39,0,NA
7,/events/details/7/,Helsinki Longsword Open,2015,Finland,2015-01-31,45,29,27,18,0.6
1,/events/details/1/,Helsinki Longsword Open,2016,Finland,2016-01-23,46,22,22,24,0.48
55,/events/details/55/,Helsinki Longsword Open,2017,Finland,2017-01-20,69,37,49,20,0.71
1224,/events/details/1224/,Helsinki Longsword Open,2018,Finland,2018-01-19,65,37,39,26,0.6
1401,/events/details/1401/,Helsinki Longsword Open,2019,Finland,2019-01-18,70,37,37,33,0.53
1581,/events/details/1581/,Helsinki Longsword Open,2020,Finland,2020-01-31,71,41,39,32,0.55
1714,/events/details/1714/,Helsinki Longsword Open,2022,Finland,2022-05-20,52,20,37,15,0.71
1794,/events/details/1794/,Helsinki Longsword Open,2023,Finland,2023-01-27,101,51,74,27,0.73
1983,/events/details/1983/,Helsinki Longsword Open,2024,Finland,2024-01-19,147,92,97,50,0.66
1308,/events/details/1308/,Hema Ianua,2018,Italy,2018-02-11,61,5,61,0,NA
1486,/events/details/1486/,Hema Ianua,2019,Italy,2019-01-26,80,4,49,31,0.61
2030,/events/details/2030/,Hema Ianua,2024,Italy,2024-01-21,73,3,53,20,0.73
1849,/events/details/1849/,Hema Mistrovstvi Ceske Republiky Sermu Dlouhym Mecem,2023,Czech Republic,2023-06-03,61,0,61,0,NA
1964,/events/details/1964/,Hema Open Getxo,2023,Spain,2023-11-11,33,1,33,0,NA
1463,/events/details/1463/,Hema Open Leioa,2019,Spain,2019-05-18,28,0,28,0,NA
1800,/events/details/1800/,Hema Peru Open,2023,Peru,2023-03-18,29,0,29,0,NA
1211,/events/details/1211/,Hema Pro Challenge,2017,Italy,2017-12-16,58,13,58,0,NA
1976,/events/details/1976/,Hema Riga Singlestick Open,2023,Latvia,2023-12-16,24,9,24,0,NA
1860,/events/details/1860/,Hema Tournament,2023,Czech Republic,2023-03-25,15,1,15,0,NA
183,/events/details/183/,Hema Tournament Prague,2017,Czech Republic,2017-11-11,43,19,43,0,NA
1589,/events/details/1589/,Hema Turnaj Digladioru,2020,Czech Republic,2020-02-08,46,11,46,0,NA
1888,/events/details/1888/,Hema Union Open Saber,2023,Taiwan,2023-09-10,16,0,16,0,NA
2067,/events/details/2067/,Hema Union Open Saber,2024,Taiwan,2024-04-21,15,0,9,6,0.6
1877,/events/details/1877/,Hema Union Sword&Buckler,2023,Taiwan,2023-04-09,8,0,8,0,NA
2127,/events/details/2127/,Hema Washfechten,2024,Serbia,2024-08-03,31,18,31,0,NA
142,/events/details/142/,Hemac Hemathlon,2017,Greece,2017-06-09,42,12,42,0,NA
1286,/events/details/1286/,Hemac Hemathlon,2018,Greece,2018-06-08,57,26,38,19,0.67
1527,/events/details/1527/,Hemac Hemathlon,2019,Greece,2019-06-07,34,15,17,17,0.5
1741,/events/details/1741/,Hemac Hemathlon,2022,Greece,2022-06-11,54,29,40,14,0.74
1844,/events/details/1844/,Hemac Hemathlon,2023,Greece,2023-06-10,46,15,24,22,0.52
1767,/events/details/1767/,Hemageddon,2022,United States,2022-08-20,30,1,30,0,NA
1915,/events/details/1915/,Hemageddon,2023,United States,2023-08-05,24,0,19,5,0.79
1464,/events/details/1464/,Hemaics Dolomiti,2019,Italy,2019-05-18,44,7,44,0,NA
36,/events/details/36/,Hemathlon,2016,Greece,2016-06-03,44,13,44,0,NA
1439,/events/details/1439/,Hematolia,2019,Turkey,2019-04-13,28,9,28,0,NA
1436,/events/details/1436/,Hematom,2018,Croatia,2018-02-14,24,11,24,0,NA
1434,/events/details/1434/,Hematom,2019,Croatia,2019-04-13,26,13,17,9,0.65
131,/events/details/131/,Hemay,2017,Hungary,2017-04-30,8,2,8,0,NA
1550,/events/details/1550/,Herkules Hema Turnier Kassel,2019,Germany,2019-10-26,46,0,46,0,NA
1628,/events/details/1628/,Hojas De Plata,2019,Argentina,2019-08-17,22,12,22,0,NA
1820,/events/details/1820/,Holmgang,2023,Sweden,2023-06-03,40,6,40,0,NA
2074,/events/details/2074/,Holmgang,2024,Sweden,2024-05-25,42,4,26,16,0.62
2139,/events/details/2139/,Hornfest,2024,Canada,2024-07-13,20,0,20,0,NA
2116,/events/details/2116/,Hot Sword Summer,2024,United States,2024-06-22,57,1,57,0,NA
60,/events/details/60/,Hvn Charity Tournament,2016,Netherlands,2016-12-10,38,8,38,0,NA
1198,/events/details/1198/,Hvn Singlestick Charity Tournament,2017,Netherlands,2017-12-10,55,15,55,0,NA
1380,/events/details/1380/,Hvn Singlestick Charity Tournament,2018,Netherlands,2018-12-01,58,22,33,25,0.57
1602,/events/details/1602/,Hvn Singlestick Charity Tournament,2019,Netherlands,2019-12-07,63,13,36,27,0.57
1804,/events/details/1804/,Hvn Singlestick Charity Tournament,2022,Netherlands,2022-12-06,49,3,33,16,0.67
31,/events/details/31/,Icebreaker,2016,United States,2016-04-16,24,2,24,0,NA
140,/events/details/140/,Icebreaker Open,2017,United States,2017-05-13,38,2,38,0,NA
1339,/events/details/1339/,Icebreaker Open,2018,United States,2018-04-28,69,6,41,28,0.59
1440,/events/details/1440/,Icebreaker Open,2019,United States,2019-04-26,75,4,42,33,0.56
1799,/events/details/1799/,Icebreaker Open,2022,United States,2022-04-29,79,10,61,18,0.77
1935,/events/details/1935/,Icebreaker Open,2023,United States,2023-04-21,106,13,63,43,0.59
2043,/events/details/2043/,Icebreaker Open,2024,United States,2024-04-19,109,8,49,60,0.45
1810,/events/details/1810/,Ides Of March,2023,Australia,2023-03-25,40,0,40,0,NA
2031,/events/details/2031/,Ides Of March,2024,Australia,2024-03-23,54,2,26,28,0.48
1458,/events/details/1458/,Ifg Spring Fling,2019,United States,2019-04-27,30,8,30,0,NA
1828,/events/details/1828/,Ifg Spring Fling: Tournament Of Roses,2023,United States,2023-06-04,87,12,87,0,NA
2105,/events/details/2105/,Ifg Spring Fling: Tournament Of Roses,2024,United States,2024-06-15,88,7,53,35,0.6
1386,/events/details/1386/,Ifhema Cup,2018,Portugal,2018-11-30,71,52,71,0,NA
16,/events/details/16/,Igx,2014,United States,2014-09-26,16,4,16,0,NA
29,/events/details/29/,Igx,2015,United States,2015-10-02,57,11,51,6,0.89
1702,/events/details/1702/,Iluro Pugnare,2022,Spain,2022-03-26,24,9,24,0,NA
1853,/events/details/1853/,Iluro Pugnare,2023,Spain,2023-05-13,22,6,11,11,0.5
1644,/events/details/1644/,Intermeco,2021,Serbia,2021-12-04,35,1,35,0,NA
1811,/events/details/1811/,Intermezzo,2023,Serbia,2023-05-13,49,0,49,0,NA
2072,/events/details/2072/,Intermezzo,2024,Serbia,2024-05-18,56,1,23,33,0.41
77,/events/details/77/,International Lowlands Hema Gathering,2013,Netherlands,2013-09-07,16,12,16,0,NA
78,/events/details/78/,International Lowlands Hema Gathering,2014,Netherlands,2014-09-06,23,13,17,6,0.74
82,/events/details/82/,International Lowlands Hema Gathering,2015,Netherlands,2015-09-05,12,9,8,4,0.67
138,/events/details/138/,International Lowlands Hema Gathering,2017,Netherlands,2017-06-24,43,13,40,3,0.93
141,/events/details/141/,Iron Gate Exhibition,2016,United States,2016-10-07,41,10,41,0,NA
177,/events/details/177/,Iron Gate Exhibition,2017,United States,2017-09-29,62,7,43,19,0.69
1345,/events/details/1345/,Iron Gate Exhibition,2018,United States,2018-09-28,80,10,43,37,0.54
1523,/events/details/1523/,Iron Gate Exhibition,2019,United States,2019-09-27,110,15,64,46,0.58
1907,/events/details/1907/,Iron Gate Exhibition,2023,United States,2023-09-22,100,7,80,20,0.8
2087,/events/details/2087/,Iron Gate Exhibition Spring,2024,United States,2024-06-01,104,3,104,0,NA
117,/events/details/117/,Ishc Sabre And Longsword Open Tournament,2016,Ireland,2016-11-12,12,0,12,0,NA
1543,/events/details/1543/,It's Just A Flesh Wound,2019,Canada,2019-05-18,17,1,17,0,NA
1656,/events/details/1656/,Italian Sidesword Open,2020,Italy,2020-10-11,35,0,35,0,NA
2055,/events/details/2055/,Italian Sidesword Open,2022,Italy,2022-10-15,45,2,33,12,0.73
120,/events/details/120/,Jihlavsky Hema Turnaj,2017,Czech Republic,2017-05-13,53,30,53,0,NA
1366,/events/details/1366/,Johann Georg Pascha Turnier,2015,Germany,2015-10-29,10,0,10,0,NA
1367,/events/details/1367/,Johann Georg Pascha Turnier,2016,Germany,2016-11-27,8,1,4,4,0.5
1368,/events/details/1368/,Johann Georg Pascha Turnier,2017,Germany,2017-11-12,14,1,11,3,0.79
1369,/events/details/1369/,Johann Georg Pascha Turnier,2018,Germany,2018-10-21,9,1,6,3,0.67
1559,/events/details/1559/,Johann Georg Pascha Turnier,2019,Germany,2019-11-03,14,1,11,3,0.79
1824,/events/details/1824/,Jostuv Pohar,2023,Czech Republic,2023-05-20,22,1,22,0,NA
2084,/events/details/2084/,Jostuv Pohar,2024,Czech Republic,2024-05-18,11,0,8,3,0.73
2073,/events/details/2073/,Judgement Day,2024,United Kingdom,2024-05-26,23,0,23,0,NA
1698,/events/details/1698/,Just A Little Weird,2022,United States,2022-01-22,34,0,34,0,NA
3,/events/details/3/,Jyvaskylan Pitkamiekka,2015,Finland,2015-09-12,28,0,28,0,NA
1622,/events/details/1622/,Kard Rendje Bajnoksag,2020,Hungary,2020-10-11,24,1,24,0,NA
1769,/events/details/1769/,Karntner Landesmeisterschaft,2022,Austria,2022-05-29,16,0,16,0,NA
1896,/events/details/1896/,Karntner Landesmeisterschaft,2023,Austria,2023-06-04,13,1,8,5,0.62
1553,/events/details/1553/,Katzenkampf Octoberfecht,2019,Russia,2019-10-29,24,0,24,0,NA
1691,/events/details/1691/,Keppinautur,2021,Iceland,2021-11-13,11,3,11,0,NA
1802,/events/details/1802/,Keppinautur,2023,Iceland,2023-03-11,19,9,16,3,0.84
2019,/events/details/2019/,Keppinautur,2024,Iceland,2024-03-22,23,8,13,10,0.57
1846,/events/details/1846/,King Of The Green Mountain,2022,United States,2022-12-10,38,1,38,0,NA
2034,/events/details/2034/,King Of The Green Mountain,2023,United States,2023-12-09,29,6,18,11,0.62
2003,/events/details/2003/,King's Cup,2024,United States,2024-01-12,121,5,121,0,NA
1865,/events/details/1865/,Kings Cup,2023,United States,2023-01-13,158,10,158,0,NA
1942,/events/details/1942/,Kings Cup Warmup Saber Tournament & Referee Seminar,2022,United States,2022-06-05,7,1,7,0,NA
2004,/events/details/2004/,Knife Fencing Day,2023,Italy,2023-06-10,31,5,31,0,NA
1925,/events/details/1925/,Kolaudacka Nove Haly,2023,Czech Republic,2023-11-05,11,0,11,0,NA
1782,/events/details/1782/,Kord Puklerz,2022,Poland,2022-11-12,18,0,18,0,NA
1692,/events/details/1692/,Kostky Jsou Vrzeny,2021,Czech Republic,2021-10-23,17,0,17,0,NA
1725,/events/details/1725/,Kr Springtournament,2022,Hungary,2022-05-28,60,24,60,0,NA
1678,/events/details/1678/,Kr Winter Tournament,2022,Hungary,2022-02-19,50,6,50,0,NA
1689,/events/details/1689/,Krkavci Jarni Fechtik,2022,Czech Republic,2022-04-03,14,2,14,0,NA
1775,/events/details/1775/,Krkavci Jarni Fechtik,2023,Czech Republic,2023-04-01,25,4,20,5,0.8
2024,/events/details/2024/,Krkavci Jarni Fechtik,2024,Czech Republic,2024-04-06,23,1,18,5,0.78
1663,/events/details/1663/,Krkavci Podzimni Fechtik,2021,Czech Republic,2021-10-30,14,3,14,0,NA
1757,/events/details/1757/,Krkavci Podzimni Fechtik,2022,Czech Republic,2022-11-05,18,2,11,7,0.61
1924,/events/details/1924/,Krkavci Podzimni Fechtik,2023,Czech Republic,2023-10-28,22,1,17,5,0.77
59,/events/details/59/,Krump Pow,2016,United States,2016-09-30,48,1,48,0,NA
1267,/events/details/1267/,Krump Pow,2017,United States,2017-09-09,44,1,18,26,0.41
1424,/events/details/1424/,Krump Pow,2018,United States,2018-10-05,80,2,51,29,0.64
1958,/events/details/1958/,Krump Pow,2023,United States,2023-10-27,57,1,46,11,0.81
1786,/events/details/1786/,Krvise,2023,Hungary,2023-02-25,40,7,40,0,NA
1832,/events/details/1832/,Krvise,2023,Hungary,2023-05-27,31,5,9,22,0.29
1295,/events/details/1295/,La Curee De Melusine ,2018,France,2018-06-23,18,0,18,0,NA
2006,/events/details/2006/,La Curee De Melusine ,2024,France,2024-01-20,36,2,31,5,0.86
2023,/events/details/2023/,La Fosse Aux Lions,2024,France,2024-04-06,51,3,51,0,NA
1441,/events/details/1441/,La Voute De Fer,2019,France,2019-04-14,36,19,36,0,NA
2100,/events/details/2100/,La Voute De Fer,2024,France,2024-03-24,25,11,21,4,0.84
1869,/events/details/1869/,Ladies Knight,2023,United States,2023-04-15,39,0,39,0,NA
2066,/events/details/2066/,Ladies Knight,2024,United States,2024-04-28,36,0,23,13,0.64
1912,/events/details/1912/,Lake Hema,2023,Italy,2023-09-30,96,5,96,0,NA
57,/events/details/57/,Langhema,2016,Italy,2016-11-19,62,4,62,0,NA
1399,/events/details/1399/,Langhema,2018,Italy,2018-11-17,61,1,46,15,0.75
1585,/events/details/1585/,Langhema,2019,Italy,2019-11-16,67,3,40,27,0.6
1876,/events/details/1876/,Legend Of The Lake Open,2023,United States,2023-04-08,38,16,38,0,NA
2038,/events/details/2038/,Legend Of The Lake Open,2024,United States,2024-04-27,49,11,33,16,0.67
2020,/events/details/2020/,Let Skoly Digladior,2024,Czech Republic,2024-03-23,60,10,60,0,NA
1329,/events/details/1329/,Level One Dueling Sabre And Longsword,2018,Russia,2018-05-19,68,2,68,0,NA
132,/events/details/132/,Level One: Military Sabre,2017,Russia,2017-04-08,11,0,11,0,NA
2051,/events/details/2051/,London Hema Open,2024,United Kingdom,2024-05-04,95,15,95,0,NA
1347,/events/details/1347/,Lone Star Open,2018,United States,2018-10-13,16,1,16,0,NA
1197,/events/details/1197/,Long Island Point,2017,United States,2017-12-01,55,0,55,0,NA
1370,/events/details/1370/,Long Island Point,2018,United States,2018-11-16,56,1,29,27,0.52
19,/events/details/19/,Longpoint,2012,United States,2012-06-14,44,3,44,0,NA
20,/events/details/20/,Longpoint,2013,United States,2013-07-12,72,23,52,20,0.72
