event_id,event_url,event_brand,event_year,event_country,event_date,participants,foreign_participants,new,returning,churn
1208,/events/details/1208/,Taurhemachia,2017,Italy,2017-09-29,80,10,41,39,0.51
1365,/events/details/1365/,Taurhemachia Edition,2018,Italy,2018-10-05,66,12,66,0,NA
1357,/events/details/1357/,Tempest,2018,Ireland,2018-11-02,21,1,21,0,NA
1555,/events/details/1555/,Tempest,2019,Ireland,2019-11-03,24,0,11,13,0.46
182,/events/details/182/,Tempest Longsword Open Tournament,2017,Ireland,2017-11-05,14,0,14,0,NA
1398,/events/details/1398/,Test Gatering For Minsk,2018,Italy,2018-12-15,33,11,33,0,NA
2162,/events/details/2162/,Texas Audacious Knife Fight,2022,United States,2022-08-13,32,1,32,0,NA
2163,/events/details/2163/,Texas Audacious Knife Fight,2023,United States,2023-08-12,41,1,28,13,0.68
2164,/events/details/2164/,Texas Audacious Knife Fight,2024,United States,2024-08-10,27,1,20,7,0.74
1371,/events/details/1371/,The 400 Years Tournament,2018,Australia,2018-11-17,29,1,29,0,NA
2026,/events/details/2026/,The Auckland Autumn Affair,2024,New Zealand,2024-04-13,30,0,30,0,NA
1358,/events/details/1358/,The Battle Of Buffalo,2018,United States,2018-09-08,17,0,17,0,NA
1509,/events/details/1509/,The Battle Of Buffalo,2019,United States,2019-09-07,26,1,17,9,0.65
1577,/events/details/1577/,The Black Carpet,2019,Italy,2019-12-14,17,1,17,0,NA
1642,/events/details/1642/,The Black Carpet,2021,Italy,2021-12-11,19,3,13,6,0.68
1568,/events/details/1568/,The Call Of Zephyr,2019,China,2019-12-21,20,2,20,0,NA
44,/events/details/44/,The Dune Longsword Competition,2016,United States,2016-05-21,20,0,20,0,NA
1588,/events/details/1588/,The English Sidesword Open,2020,United Kingdom,2020-02-15,37,9,37,0,NA
1754,/events/details/1754/,The English Sidesword Open,2022,United Kingdom,2022-10-17,21,11,19,2,0.9
1264,/events/details/1264/,The Gathering,2018,Germany,2018-04-13,50,18,50,0,NA
1443,/events/details/1443/,The Gathering,2019,Germany,2019-04-13,47,16,27,20,0.57
2002,/events/details/2002/,The Goose Strikes Back,2024,Canada,2024-03-02,28,1,28,0,NA
1662,/events/details/1662/,The Hastilude At Dragonfest,2021,United States,2021-10-31,6,0,6,0,NA
1333,/events/details/1333/,The Horned Crown,2018,Ireland,2018-09-01,21,5,21,0,NA
1531,/events/details/1531/,The Horned Crown,2019,Ireland,2019-09-28,17,1,10,7,0.59
1639,/events/details/1639/,The Ides Of March,2020,Australia,2020-03-15,25,0,25,0,NA
1641,/events/details/1641/,The Ides Of March,2021,Australia,2021-03-14,35,0,19,16,0.54
1703,/events/details/1703/,The Ides Of March,2022,Australia,2022-03-05,37,0,15,22,0.41
1203,/events/details/1203/,The Iha Christmas Cup,2017,United Kingdom,2017-12-15,7,0,7,0,NA
1841,/events/details/1841/,The Marozzo Cup,2023,Australia,2023-06-10,29,0,29,0,NA
128,/events/details/128/,The May Melee,2017,United Kingdom,2017-05-28,27,3,27,0,NA
1298,/events/details/1298/,The May Melee,2018,United Kingdom,2018-05-25,26,3,15,11,0.58
1387,/events/details/1387/,The Might,2018,France,2018-11-17,51,0,51,0,NA
1557,/events/details/1557/,The Might,2019,France,2019-11-02,34,1,16,18,0.47
1537,/events/details/1537/,The Plough Tournament 1st,2019,China,2019-10-02,55,1,55,0,NA
1223,/events/details/1223/,The Quickening,2018,Ireland,2018-01-13,11,0,11,0,NA
1878,/events/details/1878/,The Teutonic Fecht,2023,Romania,2023-08-26,24,7,24,0,NA
1583,/events/details/1583/,The Winter's Flail,2020,United Kingdom,2020-01-25,26,0,26,0,NA
1713,/events/details/1713/,The Winter's Flail,2022,United Kingdom,2022-05-07,26,0,23,3,0.88
1927,/events/details/1927/,The Wrathful Peasants' Super Serious Tournament,2023,Ireland,2023-11-04,21,1,21,0,NA
1538,/events/details/1538/,Third National Historical Martial Arts Tournament,2019,China,2019-10-02,78,2,78,0,NA
1364,/events/details/1364/,Torneio De Esgrima Historica De Valinhos,2018,Brazil,2018-11-17,7,0,7,0,NA
1560,/events/details/1560/,Torneio De Esgrima Historica Thomar,2019,Portugal,2019-11-16,15,2,15,0,NA
1920,/events/details/1920/,Torneio Estadual De Sabre Militar Historico - Copa Ignis Etapa Sabre,2023,Brazil,2023-09-24,5,0,5,0,NA
1970,/events/details/1970/,Torneio Flor De Aco,2023,Brazil,2023-10-21,9,0,9,0,NA
1982,/events/details/1982/,Torneio Nacional De Esgrima Historica,2023,Brazil,2023-12-03,30,0,30,0,NA
1539,/events/details/1539/,Torneio Nacional De Espada Longa,2019,Brazil,2019-10-20,11,1,11,0,NA
1676,/events/details/1676/,Torneio Nacional Hema Brasil,2021,Brazil,2021-09-05,7,0,7,0,NA
1444,/events/details/1444/,Torneio Paranaense De Espada Longa,2019,Brazil,2019-04-20,9,0,9,0,NA
1258,/events/details/1258/,Torneio Regional De Esgrima Historica Riversouth,2017,Brazil,2017-10-08,18,0,18,0,NA
2143,/events/details/2143/,Torneio Zornhau,2024,Brazil,2024-08-18,22,2,22,0,NA
1297,/events/details/1297/,Torneo 100tolos Hema,2018,Spain,2018-06-16,24,3,24,0,NA
1478,/events/details/1478/,Torneo 100tolos Hema De Coruna,2019,Spain,2019-06-08,32,2,32,0,NA
1279,/events/details/1279/,Torneo Abierto,2018,Chile,2018-04-14,14,0,14,0,NA
1372,/events/details/1372/,Torneo Ara,2018,Italy,2018-11-17,34,0,34,0,NA
1858,/events/details/1858/,Torneo Cidade Da Coruna De Esgrima Historica,2022,Spain,2022-06-11,29,1,29,0,NA
1414,/events/details/1414/,Torneo Cidade De Naron,2019,Spain,2019-02-09,41,7,41,0,NA
1872,/events/details/1872/,Torneo Cidade De Naron De Esgrima Historica,2023,Spain,2023-03-25,28,2,28,0,NA
1859,/events/details/1859/,Torneo Ciudad De Coruna De Esgrima Historica,2023,Spain,2023-01-14,30,5,30,0,NA
1990,/events/details/1990/,Torneo Ciudad De Coruna De Esgrima Historica,2024,Spain,2024-01-20,33,6,15,18,0.45
1677,/events/details/1677/,Torneo De Esgrima Historica Cidade De Naron,2022,Spain,2022-02-19,33,0,33,0,NA
1744,/events/details/1744/,Torneo De Esgrima Historica Cidade De Pontevedra,2022,Spain,2022-07-05,30,2,30,0,NA
1468,/events/details/1468/,Torneo De Esgrima Historica De Pontevedra,2019,Spain,2019-05-04,41,6,41,0,NA
1225,/events/details/1225/,Torneo De Naron,2018,Spain,2018-01-20,26,3,26,0,NA
1884,/events/details/1884/,Torneo De Redondela,2023,Spain,2023-06-17,38,5,38,0,NA
1336,/events/details/1336/,Torneo Del Hierro,2018,Spain,2018-06-30,24,2,24,0,NA
179,/events/details/179/,Torneo Di Bara,2017,Austria,2017-09-23,10,0,10,0,NA
2157,/events/details/2157/,Torneo Di Narvalo,2024,Germany,2024-08-10,41,3,41,0,NA
2153,/events/details/2153/,Torneo Di Spada A Hamburg,2024,Germany,2024-09-07,14,0,14,0,NA
2089,/events/details/2089/,Torneo Di Spada A Potsdam,2022,Germany,2022-08-06,12,2,12,0,NA
2090,/events/details/2090/,Torneo Di Spada A Potsdam,2023,Germany,2023-06-24,23,4,21,2,0.91
2091,/events/details/2091/,Torneo Di Spada A Potsdam,2024,Germany,2024-06-01,35,10,25,10,0.71
1667,/events/details/1667/,Torneo Esgrima Historica De Redondela,2021,Spain,2021-12-04,40,4,40,0,NA
1382,/events/details/1382/,"Torneo Master ""Memorial Achille Marozzo""",2018,Italy,2018-06-17,34,0,34,0,NA
1288,/events/details/1288/,Torneo Nazionale Delle Discipline Hema,2018,Italy,2018-06-09,37,0,37,0,NA
1276,/events/details/1276/,Torneo Pontevedra,2018,Spain,2018-05-12,24,4,24,0,NA
1498,/events/details/1498/,Torneo Princesa Kristina De Noruega,2019,Spain,2019-07-27,24,0,24,0,NA
1192,/events/details/1192/,Torneo Vila De Redondela,2017,Spain,2017-11-19,27,2,27,0,NA
1355,/events/details/1355/,Torneo Vila De Redondela,2018,Spain,2018-10-06,34,6,16,18,0.47
1597,/events/details/1597/,Torneo Vila De Redondela,2020,Spain,2020-02-08,58,6,37,21,0.64
1693,/events/details/1693/,Tournament Of Knightly Arts,2022,United States,2022-04-02,30,0,30,0,NA
1807,/events/details/1807/,Tournament Of Knightly Arts,2023,United States,2023-04-08,34,0,24,10,0.71
1442,/events/details/1442/,Town,2019,United States,2019-04-13,29,1,29,0,NA
1306,/events/details/1306/,Treffen Historischer Fechter Deutschlands,2018,Germany,2018-06-30,13,1,13,0,NA
1485,/events/details/1485/,Treffen Historischer Fechter Deutschlands,2019,Germany,2019-06-01,21,0,16,5,0.76
1328,/events/details/1328/,Tremonia Fechtschule,2018,Germany,2018-09-09,10,2,10,0,NA
1526,/events/details/1526/,Tremonia Fechtschule,2019,Germany,2019-09-20,20,5,18,2,0.9
1615,/events/details/1615/,Tremonia Fechtschule,2020,Germany,2020-09-04,22,1,17,5,0.77
1654,/events/details/1654/,Tremonia Fechtschule,2021,Germany,2021-09-05,18,4,12,6,0.67
1231,/events/details/1231/,Trenciansky Vorschlag,2018,Slovakia,2018-02-17,65,17,65,0,NA
1411,/events/details/1411/,Trenciansky Vorschlag Vol.,2019,Slovakia,2019-02-09,50,18,50,0,NA
1300,/events/details/1300/,Trofeo Ara,2018,Italy,2018-05-26,60,0,60,0,NA
1471,/events/details/1471/,Trofeo Csen Scherma Storica Memorial Mario Pappagallo,2019,Italy,2019-05-12,29,0,29,0,NA
1880,/events/details/1880/,Trofeo Turoqua,2023,Spain,2023-05-13,36,2,36,0,NA
2049,/events/details/2049/,Trofeo Turoqua,2024,Spain,2024-04-13,27,5,11,16,0.41
1564,/events/details/1564/,Turniej Fechtunku Historycznego Hfc,2019,Poland,2019-11-23,38,1,38,0,NA
89,/events/details/89/,Tyrnhaw,2015,Slovakia,2015-10-19,33,17,33,0,NA
50,/events/details/50/,Tyrnhaw,2016,Slovakia,2016-10-22,44,23,29,15,0.66
171,/events/details/171/,Tyrnhaw,2017,Slovakia,2017-10-21,88,43,56,32,0.64
1351,/events/details/1351/,Tyrnhaw,2018,Slovakia,2018-10-27,105,60,48,57,0.46
1540,/events/details/1540/,Tyrnhaw,2019,Slovakia,2019-10-19,114,72,58,56,0.51
1914,/events/details/1914/,Tyrnhaw,2023,Slovakia,2023-10-21,96,56,71,25,0.74
1608,/events/details/1608/,Tyumen Open Christmas Tournament,2020,Russia,2020-01-05,31,1,31,0,NA
1545,/events/details/1545/,Ufa Duel Fencing Tournament,2019,Russia,2019-09-28,52,2,52,0,NA
1235,/events/details/1235/,Uisp,2014,Italy,2014-05-24,38,0,38,0,NA
1855,/events/details/1855/,Umea Open,2022,Sweden,2022-11-19,24,5,24,0,NA
1986,/events/details/1986/,Unicorn Cup,2024,United States,2024-01-20,47,0,47,0,NA
1633,/events/details/1633/,Unicorn Fight Club,2021,New Zealand,2021-06-05,19,13,19,0,NA
1830,/events/details/1830/,Unicorn Fight Club,2023,New Zealand,2023-06-03,35,23,24,11,0.69
2077,/events/details/2077/,Unicorn Fight Club,2024,New Zealand,2024-06-01,43,20,21,22,0.49
1720,/events/details/1720/,Unicorn Fightclub,2022,New Zealand,2022-06-04,26,16,26,0,NA
1796,/events/details/1796/,Vanocni Sermirsky Pratelak,2022,Czech Republic,2022-12-10,27,10,27,0,NA
14,/events/details/14/,Vasaslaget,2015,Sweden,2015-03-06,38,9,38,0,NA
5,/events/details/5/,Vasaslaget,2016,Sweden,2016-02-26,44,4,29,15,0.66
97,/events/details/97/,Vasaslaget,2017,Sweden,2017-03-17,50,10,34,16,0.68
1244,/events/details/1244/,Vasaslaget,2018,Sweden,2018-03-18,50,4,37,13,0.74
1423,/events/details/1423/,Vasaslaget,2019,Sweden,2019-03-09,63,4,38,25,0.6
1594,/events/details/1594/,Vasaslaget,2020,Sweden,2020-03-07,42,2,17,25,0.4
1705,/events/details/1705/,Vasaslaget,2022,Sweden,2022-05-07,55,4,41,14,0.75
1277,/events/details/1277/,Victoria Highland Games Open,2018,Canada,2018-05-19,62,16,62,0,NA
1505,/events/details/1505/,Victoria Highland Games Open,2019,Canada,2019-05-18,73,19,36,37,0.49
84,/events/details/84/,Villeneuve Hema Tournament,2016,France,2016-06-18,45,25,45,0,NA
156,/events/details/156/,Villeneuve Hema Tournament,2017,France,2017-06-17,54,21,31,23,0.57
1316,/events/details/1316/,Villeneuve Hema Tournament,2018,France,2018-06-18,34,2,20,14,0.59
2171,/events/details/2171/,Vindobona Bosch,2024,Austria,2024-09-21,15,2,15,0,NA
1503,/events/details/1503/,Visegrad Hema Tournament,2019,Hungary,2019-07-13,10,4,10,0,NA
1636,/events/details/1636/,Visegradi Viadalok,2021,Hungary,2021-07-10,29,2,29,0,NA
1862,/events/details/1862/,W,2022,Poland,2022-09-24,16,3,16,0,NA
73,/events/details/73/,War In The West,2016,Australia,2016-10-29,21,0,21,0,NA
1184,/events/details/1184/,War In The West,2017,Australia,2017-10-28,16,0,7,9,0.44
1834,/events/details/1834/,War In The West,2023,Australia,2023-06-25,32,0,28,4,0.88
2076,/events/details/2076/,War In The West,2024,Australia,2024-05-24,51,9,29,22,0.57
2130,/events/details/2130/,Warriors Shelter Meetup 0/,2024,Czech Republic,2024-07-27,16,2,16,0,NA
1873,/events/details/1873/,Wasaslaget,2023,Sweden,2023-04-22,37,0,37,0,NA
2064,/events/details/2064/,Wasaslaget,2024,Sweden,2024-04-21,62,6,45,17,0.73
1627,/events/details/1627/,Washington Dc Hema Open,2020,United States,2020-01-19,80,4,80,0,NA
1405,/events/details/1405/,Weird Open,2019,United States,2019-01-25,38,0,38,0,NA
1584,/events/details/1584/,Weird Open,2020,United States,2020-01-24,61,0,43,18,0.7
1787,/events/details/1787/,Weird Open,2023,United States,2023-01-27,60,1,49,11,0.82
1989,/events/details/1989/,Weird Open,2024,United States,2024-01-27,58,0,37,21,0.64
1629,/events/details/1629/,Wessex League,2021,United Kingdom,2021-12-04,51,2,51,0,NA
1194,/events/details/1194/,Wessex League: Bath Chapter,2017,United Kingdom,2017-11-25,48,3,48,0,NA
160,/events/details/160/,Wessex League: Bristol Chapter,2017,United Kingdom,2017-09-16,40,4,40,0,NA
1573,/events/details/1573/,Wessex League: Cambridge Chapter,2019,United Kingdom,2019-12-07,51,9,51,0,NA
1354,/events/details/1354/,Wessex League: Cardiff Chapter,2018,United Kingdom,2018-10-27,58,11,58,0,NA
1764,/events/details/1764/,Wessex League: Cardiff Chapter,2022,United Kingdom,2022-10-29,54,0,47,7,0.87
1735,/events/details/1735/,Wessex League: Didcot Chapter,2022,United Kingdom,2022-09-10,57,2,57,0,NA
1517,/events/details/1517/,Wessex League: Exeter Chapter,2019,United Kingdom,2019-09-07,37,5,37,0,NA
1200,/events/details/1200/,Wessex League: London Chapter,2017,United Kingdom,2017-12-09,42,5,42,0,NA
1327,/events/details/1327/,Wessex League: London Chapter,2018,United Kingdom,2018-09-08,64,8,38,26,0.59
1541,/events/details/1541/,Wessex League: London Chapter,2019,United Kingdom,2019-10-12,59,6,30,29,0.51
1789,/events/details/1789/,Wessex League: London Chapter,2022,United Kingdom,2022-12-10,68,8,49,19,0.72
1554,/events/details/1554/,Wessex League: Oxford Chapter,2019,United Kingdom,2019-11-09,61,5,61,0,NA
2168,/events/details/2168/,Wessex League: Oxford Chapter,2024,United Kingdom,2024-09-21,117,0,107,10,0.91
173,/events/details/173/,Wessex League: Reading Chapter,2017,United Kingdom,2017-10-28,50,4,50,0,NA
1765,/events/details/1765/,Wessex League: Southampton Chapter,2022,United Kingdom,2022-10-15,53,0,53,0,NA
1955,/events/details/1955/,Wessex League: Swindon Chapter,2023,United Kingdom,2023-11-25,99,5,99,0,NA
1340,/events/details/1340/,Wessex League: Taunton Chapter,2018,United Kingdom,2018-09-29,49,4,49,0,NA
1919,/events/details/1919/,Wessex League: Taunton Chapter,2023,United Kingdom,2023-10-21,104,7,96,8,0.92
1375,/events/details/1375/,Wessex League: Winchester Chapter,2018,United Kingdom,2018-11-24,62,6,62,0,NA
1891,/events/details/1891/,Wessex League: Winnersh Chapter,2023,United Kingdom,2023-09-16,98,4,98,0,NA
1721,/events/details/1721/,Wine Country Sword Crush,2022,United States,2022-08-13,65,1,65,0,NA
1833,/events/details/1833/,Wine Country Sword Crush,2023,United States,2023-04-22,73,0,41,32,0.56
2040,/events/details/2040/,Wine Country Sword Crush,2024,United States,2024-04-27,86,1,53,33,0.62
1390,/events/details/1390/,Winter Golden Forests Championship,2018,Russia,2018-12-01,82,0,82,0,NA
1563,/events/details/1563/,Winter Open,2019,Australia,2019-08-11,25,0,25,0,NA
1637,/events/details/1637/,Winter Open,2021,Australia,2021-07-11,25,0,16,9,0.64
1389,/events/details/1389/,Winter Open Duel Fencing Championship Of The Ural Federal District,2018,Russia,2018-11-24,83,2,83,0,NA
1973,/events/details/1973/,Winter Ring,2023,United States,2023-12-02,24,0,24,0,NA
1950,/events/details/1950/,Winter Tournament,2022,Canada,2022-12-02,17,1,17,0,NA
1977,/events/details/1977/,Winter Tournament,2023,Canada,2023-12-01,23,1,18,5,0.78
102,/events/details/102/,Winter's End,2017,United States,2017-02-17,65,12,65,0,NA
1204,/events/details/1204/,Winterfecht,2017,Slovakia,2017-12-16,20,3,20,0,NA
1694,/events/details/1694/,Wolf Call,2022,United Kingdom,2022-04-09,29,0,29,0,NA
1825,/events/details/1825/,Wolf Call ,2023,United Kingdom,2023-04-15,36,3,36,0,NA
2050,/events/details/2050/,Wolf Call (2024),2024,United Kingdom,2024-04-27,35,1,35,0,NA
1875,/events/details/1875/,Woody And David Host A Rapier Comp,2023,Australia,2023-07-22,24,0,24,0,NA
166,/events/details/166/,World Broadsword Championship,2017,Australia,2017-09-24,26,1,26,0,NA
1309,/events/details/1309/,World Broadsword Championship,2018,Australia,2018-06-11,23,0,12,11,0.52
1542,/events/details/1542/,World Broadsword Championship,2019,Australia,2019-10-05,36,0,33,3,0.92
1930,/events/details/1930/,World Broadsword Cup,2023,Australia,2023-10-27,33,0,33,0,NA
74,/events/details/74/,World Wide Open Longsword Championship,2012,Germany,2012-08-04,7,7,7,0,NA
70,/events/details/70/,Wrath Point,2016,United States,2016-10-22,55,2,55,0,NA
1305,/events/details/1305/,Wrathpoint,2018,United States,2018-06-30,32,1,32,0,NA
153,/events/details/153/,Years Tournament,2017,Australia,2017-07-15,31,1,31,0,NA
1421,/events/details/1421/,Zilinsky Kumst ,2019,Slovakia,2019-03-09,83,37,83,0,NA
1592,/events/details/1592/,Zilinsky Kumst ,2020,Slovakia,2020-07-25,63,25,37,26,0.59
1674,/events/details/1674/,Zilinsky Kumst ,2022,Slovakia,2022-03-12,76,46,46,30,0.61
1790,/events/details/1790/,Zilinsky Kumst ,2023,Slovakia,2023-03-11,87,45,47,40,0.54
2005,/events/details/2005/,Zilinsky Kumst ,2024,Slovakia,2024-03-09,86,47,41,45,0.48
1283,/events/details/1283/,Zilinsky Kumst .,2018,Slovakia,2018-06-02,58,27,58,0,NA
1638,/events/details/1638/,Zilinsky Kumst .,2021,Slovakia,2021-07-24,43,29,33,10,0.77
1980,/events/details/1980/,Zilinsky Pun(K)C,2024,Slovakia,2024-01-13,35,5,35,0,NA
2044,/events/details/2044/,Zilinsky Punk ,2024,Slovakia,2024-05-04,32,5,32,0,NA
1826,/events/details/1826/,Zilinsky Punk .,2023,Slovakia,2023-05-06,24,0,24,0,NA
1960,/events/details/1960/,Zizkovske Kolo,2023,Czech Republic,2023-11-05,17,0,17,0,NA
