event_id,event_brand,event_year,event_name,event_date,event_country,event_city,event_url
1446,Budapest Mhs Kardvivo Torna,2019,Ix Budapest Mhs Kardvivo Torna,2019-04-13,Hungary,Budapest,/events/details/1446/
1455,Nederlandse Hema Kampioenschappen 2019: Evenement,2019,Nederlandse Hema Kampioenschappen 2019: Evenement 2,2019-04-13,Netherlands,Zuid-Holland,/events/details/1455/
1453,Norppa Open,2019,Norppa Open 2019,2019-04-13,Finland,Helsinki,/events/details/1453/
1437,By The Sword,2019,By The Sword 2019,2019-03-30,United Kingdom,Godalming,/events/details/1437/
1447,Open Golden Forests Tournament Spring,2019,Open Golden Forests Tournament Spring 2019,2019-03-30,Russia,Moscow,/events/details/1447/
1429,Blademasters Cup,2019,Blademasters Cup 2019,2019-03-30,Ireland,Cork,/events/details/1429/
1431,Ongpoint,2019,Longpoint 2019,2019-03-28,United States of America,Maryland,/events/details/1431/
1433,Prima Spada Hema Rapier Tournament,2019,Prima Spada Hema Rapier Tournament 2019,2019-03-24,Australia,Queensland,/events/details/1433/
1432,Ontpellier Hema Tournament,2019,Montpellier Hema Tournament 10,2019-03-23,France,Montpellier,/events/details/1432/
1430,Battles In The North,2019,Battles In The North 2019,2019-03-10,Greece,Thessaloniki,/events/details/1430/
1423,Asaslaget,2019,Vasaslaget 2019,2019-03-09,Sweden,Uppsala,/events/details/1423/
1421,Zilinsky Kumst Ii,2019,Zilinsky Kumst Ii,2019-03-09,Slovakia,Zilina,/events/details/1421/
1448,Swords & Roses,2019,Swords & Roses,2019-03-08,Russia,Novosibirsk,/events/details/1448/
1422,Arnold Hema Classic,2019,Arnold Hema Classic 2019,2019-03-03,United States of America,Ohio,/events/details/1422/
1491,Sense And Sensibility With Smallswords,2019,Sense And Sensibility With Smallswords,2019-03-03,Sweden,Orebro,/events/details/1491/
1420,Feder League : Durchschlag,2019,Feder League : Durchschlag 2019,2019-03-02,Poland,Lodz,/events/details/1420/
1427,Aima Roma,2019,Aima Roma 2019,2019-03-02,Italy,Roma,/events/details/1427/
1428,Urer Turnier,2019,Durer Turnier 2019,2019-03-02,Germany,Bavaria,/events/details/1428/
1426,Alfieri Open,2019,Alfieri Open 2019,2019-02-17,Australia,Victoria,/events/details/1426/
1408,English Sidesword Open,2019,English Sidesword Open 2019,2019-02-16,United Kingdom,Oxford,/events/details/1408/
1451,Everything Else Event,2019,Everything Else Event 2019,2019-02-16,United States of America,Maryland,/events/details/1451/
1425,Utinaensis Ii,2019,Mutinaensis Ii,2019-02-16,Italy,Modena,/events/details/1425/
1410,Exeter Longsword Competition,2019,Exeter Longsword Competition 2019,2019-02-16,United Kingdom,Exeter,/events/details/1410/
1416,Socal Swordfight,2019,Socal Swordfight 2019,2019-02-15,United States of America,California,/events/details/1416/
1414,Iii Torneo Cidade De Naron,2019,Viii Torneo Cidade De Naron,2019-02-09,Spain,Galicia,/events/details/1414/
1411,Trenciansky Vorschlag Vol.,2019,Trenciansky Vorschlag Vol.3,2019-02-09,Slovakia,Trencin,/events/details/1411/
1412,Apitol Clash: Washington Dc Hema Open,2019,Capitol Clash: Washington Dc Hema Open 2019,2019-02-01,United States of America,Dc,/events/details/1412/
1450,Blade Master,2019,Blade Master 2019,2019-02-01,Russia,Chelyabinsk,/events/details/1450/
1452,Idwinter Armizare Open,2019,Midwinter Armizare Open 2019,2019-01-26,United States of America,Illinois,/events/details/1452/
1486,Hema Ianua,2019,Hema Ianua 2019,2019-01-26,Italy,Genova,/events/details/1486/
1403,Nederlandse Hema Kampioenschappen 2019: Evenement,2019,Nederlandse Hema Kampioenschappen 2019: Evenement 1,2019-01-26,Netherlands,Oegstgeest,/events/details/1403/
1405,Weird Open,2019,Weird Open 2019,2019-01-25,United States of America,Texas,/events/details/1405/
1404,Queen's Gambit,2019,Queen's Gambit 2019,2019-01-18,United States of America,North Carolina,/events/details/1404/
1401,Helsinki Longsword Open,2019,Helsinki Longsword Open 2019,2019-01-18,Finland,Helsinki,/events/details/1401/
1398,Test Gatering For Minsk,2018,Test Gatering For Minsk 2019,2018-12-15,Italy,Brescia,/events/details/1398/
1395,Ehms Open Doors Tournament,2018,Ehms Open Doors Tournament 2018,2018-12-15,Finland,Helsinki,/events/details/1395/
1413,Beta,2018,Beta #1,2018-12-15,United States of America,Colorado,/events/details/1413/
1388,Feder League : Polish Championships,2018,Feder League : Polish Championships 2018,2018-12-08,Poland,Wroclaw,/events/details/1388/
1385,Glasgow Hema Open,2018,Glasgow Hema Open 2018,2018-12-08,United Kingdom,Glasgow,/events/details/1385/
1400,Fechtterra,2018,Fechtterra 2018,2018-12-08,Russia,Saint Petersburg,/events/details/1400/
1390,Winter Golden Forests Championship,2018,Winter Golden Forests Championship 2018,2018-12-01,Russia,Moscow,/events/details/1390/
1380,Hvn Singlestick Charity Tournament,2018,Hvn Singlestick Charity Tournament 2018,2018-12-01,Netherlands,Oegstgeest,/events/details/1380/
1379,Pardubicky Mec,2018,Pardubicky Mec 2018,2018-12-01,Czechia,Pardubice,/events/details/1379/
1402,Tasmanian Swordplay Symposium,2018,Tasmanian Swordplay Symposium 2018,2018-12-01,Australia,Tasmania,/events/details/1402/
1386,Ifhema Cup,2018,Ifhema Cup 2018,2018-11-30,Portugal,Lisbon,/events/details/1386/
1396,Swordplay Serbia,2018,Swordplay Serbia 2018,2018-11-30,Serbia,Belgrade,/events/details/1396/
1383,November Fechtschule,2018,November Fechtschule 2018,2018-11-25,Australia,Victoria,/events/details/1383/
1389,Winter Open Duel Fencing Championship Of The Ural Federal District,2018,Winter Open Duel Fencing Championship Of The Ural Federal District,2018-11-24,Russia,Chelyabinsk,/events/details/1389/
1375,Wessex League: Winchester Chapter,2018,Wessex League: Winchester Chapter 2018,2018-11-24,United Kingdom,Winchester,/events/details/1375/
1381,Blue Box Longsword Open,2018,Blue Box Longsword Open 2018,2018-11-22,United States of America,Ohio,/events/details/1381/
1373,Niederosterreichische Landesmeisterschaft Nolm,2018,Niederosterreichische Landesmeisterschaft Nolm18,2018-11-18,Austria,Lower Austria,/events/details/1373/
1363,Iii Budapest Mhs Kardvivo Torna,2018,Viii Budapest Mhs Kardvivo Torna,2018-11-17,Hungary,Budapest,/events/details/1363/
1364,Torneio De Esgrima Historica De Valinhos,2018,1 Torneio De Esgrima Historica De Valinhos 2018,2018-11-17,Brazil,Valinhos,/events/details/1364/
1371,The 400 Years Tournament,2018,The 400 Years Tournament,2018-11-17,Australia,Victoria,/events/details/1371/
1377,Galway Longsword Open,2018,Galway Longsword Open 2018,2018-11-17,Ireland,Galway,/events/details/1377/
1387,The Might,2018,The Might 2018,2018-11-17,France,Istres,/events/details/1387/
1399,Anghema,2018,Langhema 2018,2018-11-17,Italy,Alba,/events/details/1399/
1372,Torneo Ara,2018,Torneo Ara 2018,2018-11-17,Italy,Rome,/events/details/1372/
1370,Ong Island Point,2018,Long Island Point 2018,2018-11-16,United States of America,New York,/events/details/1370/
1360,Igladior Hema Tournaj,2018,Digladior Hema Tournaj 2018,2018-11-10,Czechia,Prague,/events/details/1360/
1376,Serfo,2018,Serfo 2018,2018-11-09,United States of America,Georgia,/events/details/1376/
1449,Go Fencing Day,2018,Go Fencing Day 2018,2018-11-04,Russia,Ekaterinburg,/events/details/1449/
1359,Primer Torneo De Esgrima Historica De Santurtzi,2018,Primer Torneo De Esgrima Historica De Santurtzi,2018-11-04,Spain,Santurtzi,/events/details/1359/
1357,Tempest,2018,Tempest 2018,2018-11-02,Ireland,Feakle,/events/details/1357/
1356,Swordfish,2018,Swordfish 2018,2018-11-02,Sweden,Gothenburg,/events/details/1356/
1351,Tyrnhaw,2018,Tyrnhaw 2018,2018-10-27,Slovakia,Trnava,/events/details/1351/
1362,Swiss Gathering,2018,Swiss Gathering 2018,2018-10-27,Switzerland,Urtenen-Schonbuhl,/events/details/1362/
1374,Arizona Hema League 2018,2018,Arizona Hema League 2018 Event 3,2018-10-27,United States of America,Arizona,/events/details/1374/
1354,Wessex League: Cardiff Chapter,2018,Wessex League: Cardiff Chapter 2018,2018-10-27,United Kingdom,Cardiff,/events/details/1354/
1490,Ascent Saber Tournament,2018,Ascent Saber Tournament 2018,2018-10-24,Russia,Saint Petersburg,/events/details/1490/
1361,Feder League : Falcons Cup,2018,Feder League : Falcons Cup 2018,2018-10-21,Poland,Poznan,/events/details/1361/
1369,Turnier,2018,Turnier 2018,2018-10-21,Germany,Leipzig,/events/details/1369/
1350,Prima Spada Hema Sabre Tournament,2018,Prima Spada Hema Sabre Tournament,2018-10-21,Australia,Queensland,/events/details/1350/
1352,Salzburger Landesmeisterschaft,2018,Salzburger Landesmeisterschaft 2018,2018-10-20,Austria,Salzburg,/events/details/1352/
1349,Heffac,2018,Heffac 2018,2018-10-20,Belgium,Antwerp,/events/details/1349/
1409,Pfalzer Fehde,2018,Pfalzer Fehde 2018,2018-10-20,Germany,Rheinland-Pfalz,/events/details/1409/
1378,Offenes Fechtturnier In Kassel,2018,5. Offenes Fechtturnier In Kassel,2018-10-17,Germany,Kassel,/events/details/1378/
1394,Autumn Ural Cup,2018,Autumn Ural Cup 2018,2018-10-13,Russia,Ekaterinburg,/events/details/1394/
1347,One Star Open,2018,Lone Star Open 2018,2018-10-13,United States of America,Texas,/events/details/1347/
1353,Steel City Open,2018,Steel City Open 2018,2018-10-12,United States of America,Pennsylvania,/events/details/1353/
1355,Torneo Vila De Redondela,2018,2 Torneo Vila De Redondela 2018,2018-10-06,Spain,Galicia,/events/details/1355/
1365,Taurhemachia Vi Edition,2018,Taurhemachia Vi Edition,2018-10-05,Italy,Turin,/events/details/1365/
1424,Krump Pow,2018,Krump Pow 2018,2018-10-05,United States of America,Wisconsin,/events/details/1424/
1340,Wessex League: Taunton Chapter,2018,Wessex League: Taunton Chapter 2018,2018-09-29,United Kingdom,Taunton,/events/details/1340/
1341,Dresdner Fechtschul,2018,8. Dresdner Fechtschul,2018-09-29,Germany,Saxony,/events/details/1341/
1348,Feder League : W,2018,Feder League : W3 2018,2018-09-29,Poland,Warsaw,/events/details/1348/
1345,Iron Gate Exhibition,2018,Iron Gate Exhibition 2018,2018-09-28,United States of America,Massachusetts,/events/details/1345/
1342,Sword & Buckler Open,2018,Sword & Buckler Open 2018,2018-09-23,Australia,Victoria,/events/details/1342/
1338,Five Rings Fencing Annual Kc Sword Tournament,2018,Five Rings Fencing Annual Kc Sword Tournament 2018,2018-09-22,United States of America,Kansas,/events/details/1338/
1337,Uels At High Noon,2018,Duels At High Noon 2018,2018-09-22,United States of America,Arizona,/events/details/1337/
1335,Edgebana,2018,Edgebana 2018,2018-09-22,United Kingdom,Dundee,/events/details/1335/
1344,Nordschlag,2018,Nordschlag 2018,2018-09-15,Canada,Alberta,/events/details/1344/
1334,Id Atlantic Rookie Tournament: Fighty Mcfightface,2018,Mid Atlantic Rookie Tournament: Fighty Mcfightface,2018-09-15,United States of America,Pennsylvania,/events/details/1334/
1418,Geselle Fechten,2018,Geselle Fechten 2018,2018-09-15,United States of America,Oklahoma,/events/details/1418/
1328,Tremonia Fechtschule,2018,Tremonia Fechtschule 2018,2018-09-09,Germany,Dortmund,/events/details/1328/
1358,The Battle Of Buffalo,2018,The Battle Of Buffalo 2018,2018-09-08,United States of America,Missouri,/events/details/1358/
1327,Wessex League: London Chapter,2018,Wessex League: London Chapter 2018,2018-09-08,United Kingdom,London,/events/details/1327/
1323,Battle Of The Bridge,2018,Battle Of The Bridge 2018,2018-09-07,Sweden,Orebro,/events/details/1323/
1346,Swordplay Australia,2018,Swordplay Australia 2018,2018-09-06,Australia,Queensland,/events/details/1346/
1333,The Horned Crown,2018,The Horned Crown 2018,2018-09-01,Ireland,Wexford,/events/details/1333/
1325,Lash Of Claymores,2018,Clash Of Claymores,2018-09-01,United States of America,Pennsylvania,/events/details/1325/
1320,Utch Lions Cup,2018,Dutch Lions Cup 2018,2018-08-25,Netherlands,Utrecht,/events/details/1320/
1313,St Hera Event,2018,1st Hera Event,2018-08-25,Australia,South Australia,/events/details/1313/
1435,Necro,2018,Necro 2018,2018-08-25,Croatia,Zagreb,/events/details/1435/
1314,Fightcamp,2018,Fightcamp 2018,2018-08-15,United Kingdom,Coventry,/events/details/1314/
1322,Ii. Bicornio Hema Gathering,2018,Ii. Bicornio Hema Gathering,2018-08-10,Hungary,Debrecen,/events/details/1322/
1332,Helsinki Bolognese Open,2018,Helsinki Bolognese Open 2018,2018-08-10,Finland,Helsinki,/events/details/1332/
1317,Points North,2018,Points North 2018,2018-08-04,Canada,Ontario,/events/details/1317/
1324,Ombat Con,2018,Combat Con 2018,2018-08-02,United States of America,Nevada,/events/details/1324/
1315,Ornhusker State Games,2018,Cornhusker State Games 2018,2018-07-28,United States of America,Nebraska,/events/details/1315/
1312,Sword Fight Iv,2018,Sword Fight Iv,2018-07-28,Australia,Queensland,/events/details/1312/
1319,Utch Lions Cub,2018,Dutch Lions Cub #2 2018,2018-07-28,Netherlands,Nieuwegein,/events/details/1319/
1310,Quadrohemia,2018,Quadrohemia 5,2018-07-22,United Kingdom,Lincoln,/events/details/1310/
1321,Lash Of The Towers,2018,Clash Of The Towers,2018-07-14,Ireland,Dublin,/events/details/1321/
1384,Festival Of The Sword,2018,Festival Of The Sword '18,2018-07-13,Australia,Victoria,/events/details/1384/
1304,Albion Cup,2018,Albion Cup 2018,2018-07-07,United Kingdom,Dorking,/events/details/1304/
1326,Ord Baltimore's Challenge,2018,Lord Baltimore's Challenge,2018-07-07,United States of America,Maryland,/events/details/1326/
1302,Swedish Championships,2018,Swedish Championships 2018,2018-07-06,Sweden,Stockholm,/events/details/1302/
1305,Wrathpoint,2018,Wrathpoint 2018,2018-06-30,United States of America,West Virginia,/events/details/1305/
1306,Treffen Historischer Fechter Deutschlands,2018,Treffen Historischer Fechter Deutschlands 2018,2018-06-30,Germany,Nordhausen,/events/details/1306/
1336,Ii Torneo Del Hierro,2018,Ii Torneo Del Hierro,2018-06-30,Spain,Cantabria,/events/details/1336/
1295,A Curee De Melusine Ii,2018,La Curee De Melusine Ii,2018-06-23,France,Poitiers,/events/details/1295/
1299,Feder League : Black Horns Cup,2018,Feder League : Black Horns Cup 2018,2018-06-23,Poland,Poznan,/events/details/1299/
1307,All's Faire Hema Tournament,2018,All's Faire Hema Tournament,2018-06-23,United States of America,Washington,/events/details/1307/
1294,Paris Hema Open,2018,Paris Hema Open 2018,2018-06-23,France,Paris,/events/details/1294/
1343,Fecht Yeah,2018,Fecht Yeah 2018,2018-06-20,United States of America,New York,/events/details/1343/
1316,Illeneuve Hema Tournament,2018,Villeneuve Hema Tournament 2018,2018-06-18,France,Villeneuve-Loubet,/events/details/1316/
1382,"I Torneo Master ""Memorial Achille Marozzo""",2018,"I Torneo Master ""Memorial Achille Marozzo"" 2018",2018-06-17,Italy,Firenze,/events/details/1382/
1297,Torneo 100tolos Hema,2018,Torneo 100tolos Hema,2018-06-16,Spain,Galicia,/events/details/1297/
1303,Boar's Tooth,2018,Boar's Tooth 2018,2018-06-16,United States of America,Massachusetts,/events/details/1303/
1309,World Broadsword Championship,2018,World Broadsword Championship 2018,2018-06-11,Australia,New South Wales,/events/details/1309/
1285,Arizona Hema League 2018,2018,Arizona Hema League 2018 Event 2,2018-06-10,United States of America,Arizona,/events/details/1285/
1288,Torneo Nazionale Delle Discipline Hema,2018,Torneo Nazionale Delle Discipline Hema,2018-06-09,Italy,Modena,/events/details/1288/
1417,Baton Rouge Open,2018,Baton Rouge Open 2018,2018-06-09,United States of America,Louisana,/events/details/1417/
1286,Hemac Hemathlon,2018,Hemac Hemathlon 2018,2018-06-08,Greece,Athens,/events/details/1286/
1284,Sidesword Open,2018,Sidesword Open 2018,2018-06-03,Australia,Victoria,/events/details/1284/
1318,Utch Lions Cub,2018,Dutch Lions Cub #1 2018,2018-06-03,Netherlands,Nieuwegein,/events/details/1318/
1282,Oslo Penguin Cup,2018,Oslo Penguin Cup 2018,2018-06-02,Norway,Oslo,/events/details/1282/
1283,Zilinsky Kumst I.,2018,Zilinsky Kumst I.,2018-06-02,Slovakia,Zilina,/events/details/1283/
1296,Open Amhe Toulouse,2018,Open Amhe Toulouse 4,2018-06-02,France,Toulouse,/events/details/1296/
1614,Anvil,2018,Anvil 2018,2018-05-26,Canada,Alberta,/events/details/1614/
1281,Ofhf Austrian Championships,2018,Ofhf Austrian Championships 2018,2018-05-26,Austria,Styria,/events/details/1281/
1300,Trofeo Ara,2018,Trofeo Ara 2018,2018-05-26,Italy,Rome,/events/details/1300/
1298,The May Melee,2018,The May Melee 2018,2018-05-25,United Kingdom,Newnham,/events/details/1298/
1277,Ictoria Highland Games Open,2018,Victoria Highland Games Open 2018,2018-05-19,Canada,British Columbia,/events/details/1277/
1329,Evel One Dueling Sabre And Longsword,2018,Level One Dueling Sabre And Longsword 2018,2018-05-19,Russia,Saint Petersburg,/events/details/1329/
1278,Ontreal Sword Meisters,2018,Montreal Sword Meisters 2018,2018-05-18,Canada,Quebec,/events/details/1278/
1280,Athens Hema Open,2018,Athens Hema Open 2018,2018-05-13,Greece,Athens,/events/details/1280/
1276,Torneo Pontevedra,2018,Torneo Pontevedra,2018-05-12,Spain,Galicia,/events/details/1276/
1272,Apoferro Open,2018,Capoferro Open 2018,2018-05-06,Australia,Victoria,/events/details/1272/
1274,Fior Di Szatmar,2018,Fior Di Szatmar 2018,2018-05-03,Romania,Ardud,/events/details/1274/
1393,Big Moscow Tournament,2018,Big Moscow Tournament,2018-04-29,Russia,Moscow,/events/details/1393/
1275,Fruhlingsfechten,2018,Fruhlingsfechten 2018,2018-04-28,Germany,Dortmund,/events/details/1275/
1339,Icebreaker Open,2018,Icebreaker Open 2018,2018-04-28,United States of America,Minnesota,/events/details/1339/
1269,Scherma Medievale Nella Citta Ideale,2018,Scherma Medievale Nella Citta Ideale 2018,2018-04-28,Italy,Urbino,/events/details/1269/
1271,Blademasters Cup,2018,Blademasters Cup 2018,2018-04-28,Ireland,Cork,/events/details/1271/
1270,Study In Steel,2018,Study In Steel 2018,2018-04-27,United States of America,South Carolina,/events/details/1270/
1268,Broken Point,2018,Broken Point 2018,2018-04-21,United States of America,Pennsylvania,/events/details/1268/
1263,Bratislavsky Fecht,2018,Bratislavsky Fecht 4,2018-04-14,Slovakia,Bratislava,/events/details/1263/
1279,Torneo Abierto,2018,Torneo Abierto 2018,2018-04-14,Chile,Santiago,/events/details/1279/
1264,The Gathering,2018,The Gathering 2018,2018-04-13,Germany,Bavaria,/events/details/1264/
1259,Fiore Open,2018,Fiore Open 2018,2018-04-08,Australia,Victoria,/events/details/1259/
1260,Brasileiro De Artes Marciais Historicas Europeias,2018,Brasileiro De Artes Marciais Historicas Europeias,2018-04-08,Brazil,Parana,/events/details/1260/
1257,Purpleheart Open,2018,Purpleheart Open 2018,2018-04-08,United States of America,Texas,/events/details/1257/
1397,Spring Open Duel Fencing Championship Of The Ural Federal District,2018,Spring Open Duel Fencing Championship Of The Ural Federal District 2018,2018-04-07,Russia,Chelyabinsk,/events/details/1397/
1273,Ontpellier Hema Tournament,2018,Montpellier Hema Tournament 2018,2018-03-31,France,Montpellier,/events/details/1273/
1391,Spring Golden Forests Championship,2018,Spring Golden Forests Championship 2018,2018-03-31,Russia,Moscow,/events/details/1391/
1262,Schwertkampf,2018,Schwertkampf 2018,2018-03-29,Mexico,Mexico,/events/details/1262/
1249,Prima Spada Hema Rapier Tournament,2018,Prima Spada Hema Rapier Tournament,2018-03-25,Australia,Queensland,/events/details/1249/
1246,Arizona Hema League 2018,2018,Arizona Hema League 2018 Event 1,2018-03-24,United States of America,Arizona,/events/details/1246/
1248,Flowerpoint,2018,Flowerpoint 2018,2018-03-23,United States of America,Pennsylvania,/events/details/1248/
1244,Asaslaget,2018,Vasaslaget 2018,2018-03-18,Sweden,Uppsala,/events/details/1244/
1243,Ii. Budapesti Mhs Parnazott Kard Es Feder Torna,2018,Vii. Budapesti Mhs Parnazott Kard Es Feder Torna,2018-03-11,Hungary,Budapest,/events/details/1243/
1245,Axel Pettersson Challenge Tournament,2018,Axel Pettersson Challenge Tournament 2018,2018-03-10,Australia,South Australia,/events/details/1245/
1265,Aima Roma,2018,Aima Roma 2018,2018-03-09,Italy,Rome,/events/details/1265/
1240,Feder League : Durchschlag,2018,Feder League : Durchschlag 2018,2018-03-03,Poland,Lodz,/events/details/1240/
1261,Arnold Fencing Classic,2018,Arnold Fencing Classic 2018,2018-03-02,United States of America,Ohio,/events/details/1261/
1237,Ferrand,2018,Ferrand,2018-02-24,France,Clermont-Ferrand,/events/details/1237/
1239,English Sidesword Open,2018,English Sidesword Open 2018,2018-02-24,United Kingdom,Godalming,/events/details/1239/
1230,Quadrohemia 4.,2018,Quadrohemia 4.5,2018-02-18,United Kingdom,Lincoln,/events/details/1230/
1231,Trenciansky Vorschlag,2018,Trenciansky Vorschlag 2018,2018-02-17,Slovakia,Trencin,/events/details/1231/
1233,Ram Point,2018,Ram Point 2018,2018-02-17,United States of America,Virginia,/events/details/1233/
1232,Socal Swordfight,2018,Socal Swordfight 2018,2018-02-16,United States of America,California,/events/details/1232/
1238,Feile Na Gaiscigh,2018,Feile Na Gaiscigh 2018,2018-02-16,Ireland,Dublin,/events/details/1238/
1436,Hematom,2018,Hematom 2018,2018-02-14,Croatia,Zagreb,/events/details/1436/
1308,Hema Ianua,2018,Hema Ianua 2018,2018-02-11,Italy,Genova,/events/details/1308/
1253,Amo Vi,2018,Camo Vi,2018-02-10,Chile,Santiago,/events/details/1253/
1241,Queen's Gambit,2018,Queen's Gambit 2018,2018-02-09,United States of America,North Carolina,/events/details/1241/
1251,Encuentro De Artes Marciales Europeas,2018,Encuentro De Artes Marciales Europeas 2018,2018-02-03,Mexico,Toluca,/events/details/1251/
1256,Blade Master,2018,Blade Master 2018,2018-02-01,Russia,Chelyabinsk,/events/details/1256/
1415,Silicon Valley Sword Fight,2018,Silicon Valley Sword Fight 2018,2018-01-27,United States of America,California,/events/details/1415/
1226,Australia Day Tournament,2018,Australia Day Tournament 2018,2018-01-26,Australia,South Australia,/events/details/1226/
1225,Ii Torneo De Naron,2018,Vii Torneo De Naron 2018,2018-01-20,Spain,Galicia,/events/details/1225/
1224,Helsinki Longsword Open,2018,Helsinki Longsword Open 2018,2018-01-19,Finland,Helsinki,/events/details/1224/
1223,The Quickening,2018,The Quickening 2018,2018-01-13,Ireland,Co Clare,/events/details/1223/
1227,C Hema Open,2018,Dc Hema Open 2018,2018-01-12,United States of America,Dc,/events/details/1227/
1228,Lash Of Steel,2018,Clash Of Steel 2018,2018-01-07,Taiwan,New Taipei City,/events/details/1228/
1210,Swordplay Serbia,2017,Swordplay Serbia 2017,2017-12-16,Serbia,Belgrade,/events/details/1210/
1211,Hema Pro Challenge,2017,Hema Pro Challenge,2017-12-16,Italy,Brescia,/events/details/1211/
1204,Winterfecht,2017,Winterfecht 2017,2017-12-16,Slovakia,Bratislava,/events/details/1204/
1203,The Iha Christmas Cup,2017,The Iha Christmas Cup,2017-12-15,United Kingdom,Dundee,/events/details/1203/
1198,Hvn Singlestick Charity Tournament,2017,Hvn Singlestick Charity Tournament 2017,2017-12-10,Netherlands,Oestgeest,/events/details/1198/
1200,Wessex League: London Chapter,2017,Wessex League: London Chapter 2017,2017-12-09,United Kingdom,London,/events/details/1200/
1199,Feder League : Falcons Cup,2017,Feder League : Falcons Cup 2017,2017-12-08,Poland,Oborniki,/events/details/1199/
1201,Tasmanian Swordplay Symposium,2017,Tasmanian Swordplay Symposium 2017,2017-12-02,Australia,Tasmania,/events/details/1201/
1196,Ec,2017,Mec 2017,2017-12-02,Czechia,Pardubice,/events/details/1196/
1197,Ong Island Point,2017,Long Island Point 2017,2017-12-01,United States of America,New York,/events/details/1197/
1194,Wessex League: Bath Chapter,2017,Wessex League: Bath Chapter 2017,2017-11-25,United Kingdom,Bath,/events/details/1194/
1191,Helsinki Bolognese Open,2017,Helsinki Bolognese Open 2017,2017-11-25,Finland,Helsinki,/events/details/1191/
1192,I Torneo Vila De Redondela,2017,I Torneo Vila De Redondela 2017,2017-11-19,Spain,Galicia,/events/details/1192/
1188,"Niederosterreichische Landesmeisterschaft ""Langes Schwert""",2017,"Niederosterreichische Landesmeisterschaft ""Langes Schwert"" 2017",2017-11-19,Austria,Niederosterreich,/events/details/1188/
1406,Blue Box Longsword Open,2017,Blue Box Longsword Open 2017,2017-11-18,United States of America,Ohio,/events/details/1406/
1193,Feder League : Ligowy Turniej Szabli I Rapiera,2017,Feder League : Ligowy Turniej Szabli I Rapiera 2017,2017-11-18,Poland,Wieliczka,/events/details/1193/
1187,Broadwater Bucklerthon,2017,Broadwater Bucklerthon 2017,2017-11-18,United Kingdom,Godalming,/events/details/1187/
1368,Turnier,2017,Turnier 2017,2017-11-12,Germany,Leipzig,/events/details/1368/
1183,Uels At High Noon,2017,Duels At High Noon 2017,2017-11-11,United States of America,Arizona,/events/details/1183/
184,Rose City Classic:,2017,Rose City Classic: 2017,2017-11-11,United States of America,Oregon,/events/details/184/
183,Hema Tournament Prague,2017,Hema Tournament Prague,2017-11-11,Czechia,Prague,/events/details/183/
1185,Serfo,2017,Serfo 2017,2017-11-10,United States of America,Georgia,/events/details/1185/
182,Tempest Longsword Open Tournament,2017,Tempest Longsword Open Tournament 2017,2017-11-05,Ireland,Feakle,/events/details/182/
178,Offenes Fechtturnier In Kassel,2017,4. Offenes Fechtturnier In Kassel,2017-11-04,Germany,Kassel,/events/details/178/
176,Swordfish,2017,Swordfish 2017,2017-11-03,Sweden,Gothenburg,/events/details/176/
173,Wessex League: Reading Chapter,2017,Wessex League: Reading Chapter 2017,2017-10-28,United Kingdom,Reading,/events/details/173/
1189,Salzburger Landesmeisterschaft,2017,Salzburger Landesmeisterschaft 2017,2017-10-28,Austria,Salzburg,/events/details/1189/
1184,War In The West,2017,War In The West 2017,2017-10-28,Australia,Western Australia,/events/details/1184/
1612,Anvil,2017,Anvil 2017,2017-10-28,Canada,Alberta,/events/details/1612/
174,Ongpoint South,2017,Longpoint South 2017,2017-10-27,United States of America,Florida,/events/details/174/
1331,Ascent Sabre Tournament,2017,Ascent Sabre Tournament 2017,2017-10-25,Russia,Saint Petersburg,/events/details/1331/
172,Quadrohemia,2017,Quadrohemia 4,2017-10-22,United Kingdom,Lincoln,/events/details/172/
171,Tyrnhaw,2017,Tyrnhaw 2017,2017-10-21,Slovakia,Trnava,/events/details/171/
1254,Fechtschile,2017,Fechtschile 2017,2017-10-15,Chile,Santiago,/events/details/1254/
169,Heffac,2017,Heffac 2017,2017-10-14,Netherlands,Oegstgeest,/events/details/169/
1195,Commandments,2017,26 Commandments 2017,2017-10-14,Ireland,Galway,/events/details/1195/
170,Optimus Bucharest Hema Open Longsword Tournament,2017,Optimus Bucharest Hema Open Longsword Tournament 2017,2017-10-13,Romania,Mogosoaia,/events/details/170/
1258,Torneio Regional De Esgrima Historica Riversouth,2017,1 Torneio Regional De Esgrima Historica Riversouth,2017-10-08,Brazil,Parana,/events/details/1258/
168,Edgebana,2017,Edgebana 2017,2017-10-07,United Kingdom,Dundee,/events/details/168/
1206,Feder League : W,2017,Feder League : W3 2017,2017-10-01,Poland,Warsaw,/events/details/1206/
1208,Taurhemachia,2017,Taurhemachia 2017,2017-09-29,Italy,Turin,/events/details/1208/
177,Iron Gate Exhibition,2017,Iron Gate Exhibition 2017,2017-09-29,United States of America,Massachusetts,/events/details/177/
166,World Broadsword Championship,2017,World Broadsword Championship 2017,2017-09-24,Australia,New South Wales,/events/details/166/
179,Torneo Di Bara,2017,Torneo Di Bara 2017,2017-09-23,Austria,Vienna,/events/details/179/
175,Sandstorm,2017,Sandstorm 2017,2017-09-23,United States of America,Arizona,/events/details/175/
