event_id,event_brand,event_year,event_name,event_date,event_country,event_city,event_url
1696,Ascalon Sword Festival,2022,Ascalon Sword Festival 2022,2022-03-10,United States of America,Ohio,/events/details/1696/
1703,The Ides Of March,2022,The Ides Of March 2022,2022-03-05,Australia,Victoria,/events/details/1703/
1680,Rotyci Spar,2022,Rotyci Spar 2022,2022-02-27,Czechia,Prague,/events/details/1680/
1682,Symphony Of Steel,2022,Symphony Of Steel 2022,2022-02-26,Germany,Ulm,/events/details/1682/
1699,Glasgow Hema Open,2022,Glasgow Hema Open 2022,2022-02-26,United Kingdom,Glasgow,/events/details/1699/
1683,Feder League : Valkyrie Cup,2022,Feder League : Valkyrie Cup 2022,2022-02-26,Poland,Dolnoslaskie,/events/details/1683/
1679,Purpleheart Open,2022,Purpleheart Open 2022,2022-02-25,United States of America,Texas,/events/details/1679/
1677,Torneo De Esgrima Historica Cidade De Naron,2022,Ix Torneo De Esgrima Historica Cidade De Naron,2022-02-19,Spain,Galicia,/events/details/1677/
1678,Kr Winter Tournament,2022,Kr Winter Tournament 2022,2022-02-19,Hungary,Budapest,/events/details/1678/
1672,Rossroads: Womens Longsword,2022,Crossroads: Womens Longsword 2022,2022-02-19,United States of America,Ohio,/events/details/1672/
1681,Socal Swordfight,2022,Socal Swordfight 2022,2022-02-18,United States of America,California,/events/details/1681/
1687,"Rebel Fencing League: Rapier And Dagger Edition, Wroclaw",2022,"Rebel Fencing League: Rapier And Dagger Edition, Wroclaw 2022",2022-01-29,Poland,Wroclaw,/events/details/1687/
1669,Uel Season: Winter,2022,Duel Season: Winter 2022,2022-01-29,Ukraine,Kyiv,/events/details/1669/
1698,Just A Little Weird,2022,Just A Little Weird 2022,2022-01-22,United States of America,Texas,/events/details/1698/
1700,Onion Cup Classic,2022,Onion Cup Classic 2022,2022-01-16,United States of America,California,/events/details/1700/
1642,The Black Carpet,2021,The Black Carpet,2021-12-11,Italy,Vercelli,/events/details/1642/
1647,Feder League : Vinterschlag,2021,Feder League : Vinterschlag 2021,2021-12-11,Poland,Lodz,/events/details/1647/
1643,Black Steel,2021,Black Steel 2021,2021-12-04,Ukraine,Dnipro,/events/details/1643/
1667,Torneo Esgrima Historica De Redondela,2021,4 Torneo Esgrima Historica De Redondela,2021-12-04,Spain,Galicia,/events/details/1667/
1632,Pardubicky Mec,2021,Pardubicky Mec 2021,2021-12-04,Czechia,Pardubice,/events/details/1632/
1629,Wessex League,2021,Wessex League 2021,2021-12-04,United Kingdom,Oxford,/events/details/1629/
1644,Intermeco,2021,Intermeco,2021-12-04,Serbia,Belgrade,/events/details/1644/
1640,Podzimove Mecoklani,2021,Podzimove Mecoklani 2021,2021-11-20,Czechia,Prague,/events/details/1640/
1671,Blue Box Open,2021,Blue Box Open 2021,2021-11-20,United States of America,Ohio,/events/details/1671/
1666,Espada De Maestro,2021,Espada De Maestro 2021,2021-11-14,Ukraine,Kharkiv,/events/details/1666/
1691,Keppinautur,2021,Keppinautur 2021,2021-11-13,Iceland,Reykjavik,/events/details/1691/
1710,Nd Annual Tournament Of Defense,2021,2nd Annual Tournament Of Defense,2021-11-06,United States of America,Texas,/events/details/1710/
1662,The Hastilude At Dragonfest,2021,The Hastilude At Dragonfest 2021,2021-10-31,United States of America,Missouri,/events/details/1662/
1663,Krkavci Podzimni Fechtik,2021,Krkavci Podzimni Fechtik 2021,2021-10-30,Czechia,Prague,/events/details/1663/
1745,Salzburger Landesmeisterschaft,2021,Salzburger Landesmeisterschaft 2021,2021-10-30,Austria,Salzburg,/events/details/1745/
1692,Kostky Jsou Vrzeny,2021,Kostky Jsou Vrzeny 2021,2021-10-23,Czechia,Plzen,/events/details/1692/
1690,Feder League : Wild Boar Tusk,2021,Feder League : Wild Boar Tusk,2021-10-23,Poland,Kielce,/events/details/1690/
1673,Rossroads: Saber,2021,Crossroads: Saber 2021,2021-10-23,United States of America,Ohio,/events/details/1673/
1759,Anish National Championship,2021,Danish National Championship 2021,2021-10-23,Denmark,Odense,/events/details/1759/
1661,Gesellen Fechten,2021,Gesellen Fechten 2021,2021-10-15,United States of America,Oklahoma,/events/details/1661/
1664,Quadrohemia 6.5: Prelude To The Call Invitational,2021,Quadrohemia 6.5: Prelude To The Call Invitational,2021-10-10,United Kingdom,Lincoln,/events/details/1664/
1660,Lash Of Steel,2021,Clash Of Steel 2021,2021-10-02,Taiwan,New Taipei City,/events/details/1660/
1626,Swiss Bears Cup,2021,Swiss Bears Cup 2021,2021-10-02,Switzerland,Schonbuhl,/events/details/1626/
1650,Five Rings Classical Fencing Open,2021,Five Rings Classical Fencing Open 2021,2021-09-28,United States of America,Missouri,/events/details/1650/
1653,Swordplay Australia,2021,Swordplay Australia 2021,2021-09-26,Australia,Queensland,/events/details/1653/
1652,Sho,2021,Sho 2021,2021-09-26,United States of America,Arizona,/events/details/1652/
1651,Nederlandse Hema Kampioenschappen,2021,Nederlandse Hema Kampioenschappen 2021,2021-09-26,Netherlands,Breda,/events/details/1651/
1668,Hs Grand Prix,2021,Mhs Grand Prix 2021,2021-09-25,Hungary,Budapest,/events/details/1668/
1648,Austrian Rapier Championships,2021,Austrian Rapier Championships 2021,2021-09-19,Austria,Vienna,/events/details/1648/
1649,Battle Of Buffalo,2021,Battle Of Buffalo 2021,2021-09-11,United States of America,Missouri,/events/details/1649/
1654,Tremonia Fechtschule,2021,Tremonia Fechtschule 2021,2021-09-05,Germany,North Rhine-Westphalia,/events/details/1654/
1676,Torneio Nacional Hema Brasil,2021,Torneio Nacional Hema Brasil 2021,2021-09-05,Brazil,Parana,/events/details/1676/
1659,Steel City Open,2021,Steel City Open 2021,2021-09-03,United States of America,Pennsylvania,/events/details/1659/
1646,Bellum Vitudurum,2021,Bellum Vitudurum 2021,2021-08-28,Switzerland,Zurich,/events/details/1646/
1670,Pennsylvania Hema Open,2021,Pennsylvania Hema Open,2021-08-14,United States of America,Pennsylvania,/events/details/1670/
1645,Bear's Challenge,2021,Bear's Challenge 2021,2021-08-07,Ireland,Wexford,/events/details/1645/
1638,Zilinsky Kumst Iv.,2021,Zilinsky Kumst Iv.,2021-07-24,Slovakia,Zilina,/events/details/1638/
1635,Ombat Con,2021,Combat Con 2021,2021-07-22,United States of America,Nevada,/events/details/1635/
1637,Winter Open,2021,Winter Open 2021,2021-07-11,Australia,Victoria,/events/details/1637/
1636,Isegradi Viadalok,2021,Visegradi Viadalok,2021-07-10,Hungary,Visegrad,/events/details/1636/
1655,Ornhusker State Games,2021,Cornhusker State Games 2021,2021-07-10,United States of America,Nebraska,/events/details/1655/
1631,Onnybrook,2021,Donnybrook 2021,2021-06-26,United States of America,Missouri,/events/details/1631/
1630,Feder League : Black Horns Cup,2021,Feder League : Black Horns Cup 2021,2021-06-26,Poland,Poznan,/events/details/1630/
1685,Battle Born I,2021,Battle Born I,2021-06-26,United States of America,Nevada,/events/details/1685/
1658,Rossroads: Longsword,2021,Crossroads: Longsword 2021,2021-06-19,United States of America,Ohio,/events/details/1658/
1633,Unicorn Fight Club,2021,Unicorn Fight Club 2021,2021-06-05,New Zealand,Canterbury,/events/details/1633/
1657,April Fools,2021,April Fools 2021,2021-05-29,Italy,Torino,/events/details/1657/
1621,Green Chapel Tourney,2021,Green Chapel Tourney 2021,2021-05-01,United States of America,Nebraska,/events/details/1621/
1688,Spring Hema Female Tournament:,2021,Spring Hema Female Tournament: 2021,2021-03-28,Ukraine,Kyiv,/events/details/1688/
1641,The Ides Of March,2021,The Ides Of March 2021,2021-03-14,Australia,Victoria,/events/details/1641/
1625,Apoferro Comp,2021,Capoferro Comp 2021,2021-02-21,Australia,Victoria,/events/details/1625/
1624,Uel Season: Winter,2021,Duel Season: Winter 2021,2021-01-30,Ukraine,Kyiv,/events/details/1624/
1616,Pardubice Swordplay,2020,Pardubice Swordplay 2020,2020-12-05,Czechia,Pardubice,/events/details/1616/
1622,Kard Rendje Bajnoksag,2020,Kard Rendje Bajnoksag 2020,2020-10-11,Hungary,Budapest,/events/details/1622/
1656,Italian Sidesword Open,2020,Italian Sidesword Open 2020,2020-10-11,Italy,Desenzano Del Garda,/events/details/1656/
1617,Swiss Bears Cup,2020,Swiss Bears Cup 2020,2020-10-03,Switzerland,Bern,/events/details/1617/
1752,Anish National Championship,2020,Danish National Championship 2020,2020-10-03,Denmark,Odense,/events/details/1752/
1620,Ontpellier Hema Tournament,2020,Montpellier Hema Tournament 11,2020-09-19,France,Montpellier,/events/details/1620/
1615,Tremonia Fechtschule,2020,Tremonia Fechtschule 2020,2020-09-04,Germany,North Rhine-Westphalia,/events/details/1615/
1592,Zilinsky Kumst Iii,2020,Zilinsky Kumst Iii,2020-07-25,Slovakia,Zilina,/events/details/1592/
1598,Ornhusker State Games,2020,Cornhusker State Games 2020,2020-07-11,United States of America,Nebraska,/events/details/1598/
1599,Eyer Open,2020,Meyer Open 2020,2020-07-04,China,Shanghai,/events/details/1599/
1600,Beware The Ides Of March Melee Madness,2020,Beware The Ides Of March Melee Madness 2020,2020-03-15,Afghanistan,Kabul,/events/details/1600/
1639,The Ides Of March,2020,The Ides Of March 2020,2020-03-15,Australia,Victoria,/events/details/1639/
1618,Feder League : Durchschlag,2020,Feder League : Durchschlag 2020,2020-03-07,Poland,Lodz,/events/details/1618/
1594,Asaslaget,2020,Vasaslaget 2020,2020-03-07,Sweden,Uppsala,/events/details/1594/
1623,Urerturnier,2020,Durerturnier 2020,2020-03-07,Germany,Bavaria,/events/details/1623/
1595,Arnold Fencing Classic,2020,Arnold Fencing Classic 2020,2020-03-06,United States of America,Ohio,/events/details/1595/
1607,Siberian Cup,2020,Siberian Cup 2020,2020-02-22,Russia,Novosibirsk,/events/details/1607/
1590,Symphony Of Steel,2020,Symphony Of Steel 2020,2020-02-22,Germany,Baden-Wurttemberg,/events/details/1590/
1588,The English Sidesword Open,2020,The English Sidesword Open 2020,2020-02-15,United Kingdom,London,/events/details/1588/
1587,Old Cuts,2020,Cold Cuts 2020,2020-02-15,Sweden,Gothenburg,/events/details/1587/
1604,Socal Swordfight,2020,Socal Swordfight 2020,2020-02-14,United States of America,California,/events/details/1604/
1589,Hema Turnaj Digladioru,2020,Hema Turnaj Digladioru 2020,2020-02-08,Czechia,Prague,/events/details/1589/
1597,Torneo Vila De Redondela,2020,3 Torneo Vila De Redondela 2020,2020-02-08,Spain,Galicia,/events/details/1597/
1586,Summer Sword Clash,2020,Summer Sword Clash 2020,2020-02-01,Australia,South Australia,/events/details/1586/
1605,Qualificazioni Nord,2020,Qualificazioni Nord,2020-02-01,Italy,Udine,/events/details/1605/
1606,Blade Master,2020,Blade Master 2020,2020-01-31,Russia,Ekaterinburg,/events/details/1606/
1581,Helsinki Longsword Open,2020,Helsinki Longsword Open 2020,2020-01-31,Finland,Helsinki,/events/details/1581/
1583,The Winter's Flail,2020,The Winter's Flail 2020,2020-01-25,United Kingdom,Southampton,/events/details/1583/
1582,Idwinter Armizare Open,2020,Midwinter Armizare Open 2020,2020-01-25,United States of America,Illinois,/events/details/1582/
1610,Blizzard Brawl,2020,Blizzard Brawl 2020,2020-01-25,Canada,Alberta,/events/details/1610/
1584,Weird Open,2020,Weird Open 2020,2020-01-24,United States of America,Texas,/events/details/1584/
1627,Washington Dc Hema Open,2020,Washington Dc Hema Open 2020,2020-01-19,United States of America,Washington D.c.,/events/details/1627/
1580,Capitol Clash Hema Open Warmup,2020,2020 Capitol Clash Hema Open Warmup #4,2020-01-12,United States of America,Dc,/events/details/1580/
1579,Capitol Clash Hema Open Warmup,2020,2020 Capitol Clash Hema Open Warmup #3,2020-01-11,United States of America,Dc,/events/details/1579/
1609,Cho Beta 3 Longsword,2020,Mcho Beta 3 Longsword,2020-01-11,United States of America,Colorado,/events/details/1609/
1608,I Tyumen Open Christmas Tournament,2020,Vi Tyumen Open Christmas Tournament,2020-01-05,Russia,Tyumen,/events/details/1608/
1578,Capitol Clash Hema Open Warmup,2020,2020 Capitol Clash Hema Open Warmup #2,2020-01-04,United States of America,Dc,/events/details/1578/
1570,Iudad De Los Reyes,2019,Ciudad De Los Reyes 2019,2019-12-29,Peru,Lima,/events/details/1570/
1568,The Call Of Zephyr,2019,The Call Of Zephyr 2019,2019-12-21,China,Guangdong,/events/details/1568/
1603,Plzen Hau,2019,Plzen Hau 2019,2019-12-21,Czechia,Plzen,/events/details/1603/
1577,The Black Carpet,2019,The Black Carpet 2019,2019-12-14,Italy,Vercelli,/events/details/1577/
1574,Glasgow Hema Open,2019,Glasgow Hema Open 2019,2019-12-08,United Kingdom,Glasgow,/events/details/1574/
1573,Wessex League: Cambridge Chapter,2019,Wessex League: Cambridge Chapter 2019,2019-12-07,United Kingdom,Cambridge,/events/details/1573/
1602,Hvn Singlestick Charity Tournament,2019,Hvn Singlestick Charity Tournament 2019,2019-12-07,Netherlands,Oegstgeest,/events/details/1602/
1576,Swordplay Serbia,2019,Swordplay Serbia 2019,2019-12-06,Serbia,Belgrade,/events/details/1576/
1571,Feder League : Iv Mistrzostwa Polski,2019,Feder League : Iv Mistrzostwa Polski,2019-12-06,Poland,Twardogora,/events/details/1571/
1572,Segundo Torneo De Esgrima Historica De Santurtzi,2019,Segundo Torneo De Esgrima Historica De Santurtzi,2019-12-01,Spain,Santurtzi,/events/details/1572/
1567,Baja Regional,2019,Baja Regional 2019,2019-12-01,Mexico,Baja California,/events/details/1567/
1569,A Christmas Competition,2019,A Christmas Competition 2019,2019-12-01,Australia,Victoria,/events/details/1569/
1566,Tasmanian Swordplay Symposium,2019,Tasmanian Swordplay Symposium 2019,2019-12-01,Australia,Tasmania,/events/details/1566/
1565,Pardubicky Mec 2019 Hema Tournament,2019,Pardubicky Mec 2019 Hema Tournament,2019-11-30,Czechia,Pardubice,/events/details/1565/
1546,Open Championship Of Ural Federal District,2019,Open Championship Of Ural Federal District 2019,2019-11-24,Russia,Chelyabinsk,/events/details/1546/
1601,Ascent Sabre Tournament,2019,Ascent Sabre Tournament 2019,2019-11-23,Russia,Saint Petersburg,/events/details/1601/
1564,Turniej Fechtunku Historycznego Hfc,2019,Turniej Fechtunku Historycznego Hfc,2019-11-23,Poland,Kielce,/events/details/1564/
1562,Capitol Clash Hema Open Warmup,2019,2020 Capitol Clash Hema Open Warmup #1,2019-11-23,United States of America,Dc,/events/details/1562/
1556,. Budapesti Mhs Torna,2019,X. Budapesti Mhs Torna,2019-11-16,Hungary,Budapest,/events/details/1556/
1561,Blue Box Open,2019,Blue Box Open 2019,2019-11-16,United States of America,Ohio,/events/details/1561/
1585,Anghema,2019,Langhema 2019,2019-11-16,Italy,Alba,/events/details/1585/
1560,Ii Torneio De Esgrima Historica Thomar,2019,Ii Torneio De Esgrima Historica Thomar,2019-11-16,Portugal,Santarem,/events/details/1560/
1593,Nederlandse Hema Kampioenschappen 2019: Evenement,2019,Nederlandse Hema Kampioenschappen 2019: Evenement 4,2019-11-16,Netherlands,Zuid-Holland,/events/details/1593/
1591,Serfo,2019,Serfo 2019,2019-11-10,United States of America,Georgia,/events/details/1591/
1558,Sydney Super Series,2019,Sydney Super Series 2019,2019-11-10,Australia,New South Wales,/events/details/1558/
1547,Open Golden Forests Tournament Fall,2019,Open Golden Forests Tournament Fall 2019,2019-11-09,Russia,Moscow,/events/details/1547/
1554,Wessex League: Oxford Chapter,2019,Wessex League: Oxford Chapter 2019,2019-11-09,United Kingdom,Oxford,/events/details/1554/
1555,Tempest,2019,Tempest 2019,2019-11-03,Ireland,Feakle,/events/details/1555/
1559,Turnier,2019,Turnier 2019,2019-11-03,Germany,Leipzig,/events/details/1559/
1557,The Might,2019,The Might 2019,2019-11-02,France,Marseille,/events/details/1557/
1619,Swordfish,2019,Swordfish 2019,2019-11-01,Sweden,Gothenburg,/events/details/1619/
1553,Katzenkampf Octoberfecht,2019,Katzenkampf Octoberfecht 2019,2019-10-29,Russia,Saint Petersburg,/events/details/1553/
1548,Black Sea Cup,2019,Black Sea Cup 2019,2019-10-27,Russia,Sochi,/events/details/1548/
1575,Salzburger Landesmeisterschaft,2019,Salzburger Landesmeisterschaft 2019,2019-10-26,Austria,Salzburg,/events/details/1575/
1550,Herkules Hema Turnier Kassel,2019,6. Herkules Hema Turnier Kassel,2019-10-26,Germany,Hessen,/events/details/1550/
1533,New Amsterdam Hema Open,2019,New Amsterdam Hema Open 2019,2019-10-26,United States of America,New York,/events/details/1533/
1539,Torneio Nacional De Espada Longa,2019,Torneio Nacional De Espada Longa 2019,2019-10-20,Brazil,Sao Paulo,/events/details/1539/
1532,Gesellen Fechten,2019,Gesellen Fechten 2019,2019-10-19,United States of America,Oklahoma,/events/details/1532/
1540,Tyrnhaw,2019,Tyrnhaw 2019,2019-10-19,Slovakia,Trnava,/events/details/1540/
1536,Swiss Gathering,2019,Swiss Gathering 2019,2019-10-18,Switzerland,Bern,/events/details/1536/
1534,Oktoberfecht,2019,Oktoberfecht 2019,2019-10-13,Australia,Victoria,/events/details/1534/
1549,Autumn Ural Cup,2019,Autumn Ural Cup 2019,2019-10-12,Russia,Ekaterinburg,/events/details/1549/
1541,Wessex League: London Chapter,2019,Wessex League: London Chapter 2019,2019-10-12,United Kingdom,London,/events/details/1541/
1542,World Broadsword Championship,2019,World Broadsword Championship 2019,2019-10-05,Australia,South Australia,/events/details/1542/
1753,Anish National Championship,2019,Danish National Championship 2019,2019-10-05,Denmark,Odense,/events/details/1753/
1535,Swedish Championships,2019,Swedish Championships 2019,2019-10-04,Sweden,Gavle,/events/details/1535/
1537,The Plough Tournament 1st,2019,The Plough Tournament 1st,2019-10-02,China,Guangdong,/events/details/1537/
1538,Third National Historical Martial Arts Tournament,2019,Third National Historical Martial Arts Tournament,2019-10-02,China,Shanghai,/events/details/1538/
1525,Feder League : W,2019,Feder League : W3 2019,2019-09-29,Poland,Mazovia,/events/details/1525/
1513,Five Rings Classical Fencing Open,2019,Five Rings Classical Fencing Open 2019,2019-09-28,United States of America,Missouri,/events/details/1513/
1531,The Horned Crown,2019,The Horned Crown 2019,2019-09-28,Ireland,Wexford,/events/details/1531/
1510,Lash Of Steel,2019,Clash Of Steel 2019,2019-09-28,Taiwan,New Taipei City,/events/details/1510/
1511,Dresdner Fechtschul,2019,9. Dresdner Fechtschul 2019,2019-09-28,Germany,Dresden,/events/details/1511/
1545,Ufa Duel Fencing Tournament,2019,Ufa Duel Fencing Tournament,2019-09-28,Russia,Ufa,/events/details/1545/
1523,Iron Gate Exhibition,2019,Iron Gate Exhibition 2019,2019-09-27,United States of America,Massachusetts,/events/details/1523/
1512,Uels At High Noon,2019,Duels At High Noon 2019,2019-09-22,United States of America,Arizona,/events/details/1512/
1526,Tremonia Fechtschule,2019,Tremonia Fechtschule 2019,2019-09-20,Germany,North Rhine-Westphalia,/events/details/1526/
1518,Battle Of The Bridge,2019,Battle Of The Bridge 2019,2019-09-13,Sweden,Orebro,/events/details/1518/
1509,The Battle Of Buffalo,2019,The Battle Of Buffalo 2019,2019-09-07,United States of America,Missouri,/events/details/1509/
1517,Wessex League: Exeter Chapter,2019,Wessex League: Exeter Chapter 2019,2019-09-07,United Kingdom,Exeter,/events/details/1517/
1516,Ilitary Sabre Tournament,2019,Military Sabre Tournament 2019,2019-09-07,Ireland,Cork,/events/details/1516/
1515,Flugelschlag Stuttgart,2019,Flugelschlag Stuttgart 2019,2019-09-07,Germany,Baden Wurttemberg,/events/details/1515/
1992,Swordsquatch,2019,Swordsquatch 2019,2019-09-06,United States of America,Washington,/events/details/1992/
1508,Steel City Open,2019,Steel City Open 2019,2019-08-31,United States of America,Pennsylvania,/events/details/1508/
1552,Broken Point,2019,Broken Point 2019,2019-08-28,United States of America,Pennsylvania,/events/details/1552/
1524,Utch Lions Cup,2019,Dutch Lions Cup 2019,2019-08-24,Netherlands,Utrecht,/events/details/1524/
1544,Purpleheart Open,2019,Purpleheart Open 2019,2019-08-23,United States of America,Texas,/events/details/1544/
1506,Iii Debreceni Mhs Torna,2019,Iii Debreceni Mhs Torna,2019-08-17,Hungary,Hajdu-Bihar,/events/details/1506/
1628,Hojas De Plata,2019,Hojas De Plata 2019,2019-08-17,Argentina,Buenos Aires,/events/details/1628/
1596,Fightcamp,2019,Fightcamp 2019,2019-08-16,United Kingdom,Coventry,/events/details/1596/
1563,Winter Open,2019,Winter Open 2019,2019-08-11,Australia,Victoria,/events/details/1563/
1528,Battle Royale,2019,Battle Royale 2019,2019-08-11,United States of America,Ohio,/events/details/1528/
1507,Points North,2019,Points North 2019,2019-08-03,Canada,Ontario,/events/details/1507/
1530,Stick Competition,2019,Stick Competition,2019-08-02,Canada,Ontario,/events/details/1530/
1529,Ombat Con,2019,Combat Con 2019,2019-08-01,United States of America,Nevada,/events/details/1529/
1500,Sword Fight V,2019,Sword Fight V,2019-07-27,Australia,Queensland,/events/details/1500/
1492,Albion Cup,2019,Albion Cup 2019,2019-07-27,United Kingdom,Marlow,/events/details/1492/
1498,I Torneo Princesa Kristina De Noruega,2019,I Torneo Princesa Kristina De Noruega,2019-07-27,Spain,Burgos,/events/details/1498/
1493,Ornhusker State Games,2019,Cornhusker State Games 2019,2019-07-27,United States of America,Nebraska,/events/details/1493/
1504,Fairfax Mini Renaissance Faire,2019,Fairfax Mini Renaissance Faire 2019,2019-07-27,United States of America,Vermont,/events/details/1504/
1499,Quadrohemia 6: Wolfshead X,2019,Quadrohemia 6: Wolfshead X,2019-07-21,United Kingdom,Lincoln,/events/details/1499/
1502,Flower Of Battle,2019,Flower Of Battle 2019,2019-07-19,United States of America,Pennsylvania,/events/details/1502/
1503,Isegrad Hema Tournament,2019,Visegrad Hema Tournament,2019-07-13,Hungary,Visegrad,/events/details/1503/
1495,Ontinental Hema Open,2019,Continental Hema Open 2019,2019-07-12,United States of America,Colorado,/events/details/1495/
1501,Eleonora,2019,Eleonora 2019,2019-07-06,Russia,Krasnodar,/events/details/1501/
1496,Nederlandse Hema Kampioenschappen 2019: Evenement,2019,Nederlandse Hema Kampioenschappen 2019: Evenement 3,2019-07-06,Netherlands,Noord-Brabant,/events/details/1496/
1494,Nordschlag,2019,Nordschlag 2019,2019-07-06,Canada,Edmonton,/events/details/1494/
1497,Great Fight North,2019,Great Fight North 2019,2019-07-06,Canada,Ontario,/events/details/1497/
1475,Ars Gladii 20th Anniversary Invitational,2019,Ars Gladii 20th Anniversary Invitational,2019-06-29,United States of America,Michigan,/events/details/1475/
1477,Broadwater Bucklerthon,2019,Broadwater Bucklerthon 2019,2019-06-29,United Kingdom,Godalming,/events/details/1477/
1482,Queen's Court Open,2019,Queen's Court Open 2019,2019-06-22,United States of America,Ohio,/events/details/1482/
1480,European Games Invitational Gala Tournament,2019,European Games Invitational Gala Tournament 2019,2019-06-22,Belarus,Minsk,/events/details/1480/
1488,Fecht Yeah,2019,Fecht Yeah 2019,2019-06-16,United States of America,New York,/events/details/1488/
1476,Feder League : Black Horns Cup,2019,Feder League : Black Horns Cup 2019,2019-06-15,Poland,Poznan,/events/details/1476/
1474,A Midsummer Fight's Dream,2019,A Midsummer Fight's Dream 2019,2019-06-15,United Kingdom,Oxford,/events/details/1474/
1611,Anvil,2019,Anvil 2019,2019-06-08,Canada,Alberta,/events/details/1611/
1478,Ii Torneo 100tolos Hema De Coruna,2019,Ii Torneo 100tolos Hema De Coruna,2019-06-08,Spain,Galicia,/events/details/1478/
1527,Hemac Hemathlon,2019,Hemac Hemathlon 2019,2019-06-07,Greece,Athens,/events/details/1527/
1484,Summer Swordfest,2019,Summer Swordfest 2019,2019-06-02,United States of America,Missouri,/events/details/1484/
1483,Springfield Historical Fencing Guild 1st Annual Hema Tournament,2019,Springfield Historical Fencing Guild 1st Annual Hema Tournament,2019-06-02,United States of America,Missouri,/events/details/1483/
1485,Treffen Historischer Fechter Deutschlands,2019,Treffen Historischer Fechter Deutschlands 2019,2019-06-01,Germany,North Rhine-Westphalia,/events/details/1485/
1479,Cho Beta Tourney,2019,Mcho Beta Tourney 2,2019-06-01,United States of America,Colorado,/events/details/1479/
1481,Oslo Penguin Cup,2019,Oslo Penguin Cup 2019,2019-06-01,Norway,Oslo,/events/details/1481/
1461,Autumn Open,2019,Autumn Open 2019,2019-05-26,Australia,Victoria,/events/details/1461/
1634,Baton Rouge Open,2019,Baton Rouge Open 2019,2019-05-25,United States of America,Louisiana,/events/details/1634/
1489,Primavera Vii,2019,Primavera Vii,2019-05-25,Russia,Saint Petersburg,/events/details/1489/
1465,Ontreal Sword Meisters,2019,Montreal Sword Meisters 2019,2019-05-19,Canada,Quebec,/events/details/1465/
1487,Ofhf Austrian Championships,2019,Ofhf Austrian Championships 2019,2019-05-19,Austria,Bad Voslau,/events/details/1487/
1464,Hemaics Dolomiti,2019,Hemaics Dolomiti,2019-05-18,Italy,Feltre,/events/details/1464/
1463,Hema Open Leioa,2019,Hema Open Leioa 2019,2019-05-18,Spain,Bilbao,/events/details/1463/
1543,It's Just A Flesh Wound,2019,It's Just A Flesh Wound 2019,2019-05-18,Canada,Manitoba,/events/details/1543/
1505,Ictoria Highland Games Open,2019,Victoria Highland Games Open 2019,2019-05-18,Canada,British Columbia,/events/details/1505/
1469,Spring Ural Cup,2019,Spring Ural Cup,2019-05-18,Russia,Ekaterinburg,/events/details/1469/
1471,Trofeo Csen Scherma Storica Memorial Mario Pappagallo,2019,Trofeo Csen Scherma Storica Memorial Mario Pappagallo,2019-05-12,Italy,Rome,/events/details/1471/
1459,Cr V Hema Jihlava,2019,Mcr V Hema Jihlava 2019,2019-05-11,Czechia,Jihlava,/events/details/1459/
1460,Ostfecht,2019,Ostfecht 2019,2019-05-11,Slovakia,Michalovce,/events/details/1460/
1470,Symphony Of Steel,2019,Symphony Of Steel 2019,2019-05-11,Germany,Baden-Wurttemberg,/events/details/1470/
1466,Nhfl Championships,2019,Nhfl Championships 2019,2019-05-11,Sweden,Orebro,/events/details/1466/
1467,Renaissance Festival Of Nebraska Invitational,2019,Renaissance Festival Of Nebraska Invitational,2019-05-11,United States of America,Nebraska,/events/details/1467/
1468,Iii Torneo De Esgrima Historica De Pontevedra,2019,Iii Torneo De Esgrima Historica De Pontevedra,2019-05-04,Spain,Galicia,/events/details/1468/
1462,Lash Of The Towers,2019,Clash Of The Towers 2019,2019-05-04,Ireland,Dublin,/events/details/1462/
1456,Fruhlingsfechten,2019,Fruhlingsfechten 2019,2019-04-28,Germany,Dortmund,/events/details/1456/
1454,Big Moscow Tournament,2019,Big Moscow Tournament 2019,2019-04-27,Russia,Moscow,/events/details/1454/
1473,April Fools,2019,April Fools 2019,2019-04-27,Italy,Torino,/events/details/1473/
1458,Ifg Spring Fling,2019,Ifg Spring Fling 2019,2019-04-27,United States of America,Oregon,/events/details/1458/
1440,Icebreaker Open,2019,Icebreaker Open 2019,2019-04-26,United States of America,Minnesota,/events/details/1440/
1438,Lash Of Claymores,2019,Clash Of Claymores 19,2019-04-26,United States of America,Pennsylvania,/events/details/1438/
1444,Torneio Paranaense De Espada Longa,2019,Torneio Paranaense De Espada Longa,2019-04-20,Brazil,Parana,/events/details/1444/
1457,Festival Of The Sword,2019,Festival Of The Sword '19,2019-04-19,Australia,Victoria,/events/details/1457/
1441,A Voute De Fer,2019,La Voute De Fer,2019-04-14,France,Paris,/events/details/1441/
1442,Town,2019,Town 2019,2019-04-13,United States of America,Texas,/events/details/1442/
1443,The Gathering,2019,The Gathering 2019,2019-04-13,Germany,Bavaria,/events/details/1443/
1445,Scherma Medievale Nella Citta Ideale,2019,Scherma Medievale Nella Citta Ideale 2019,2019-04-13,Italy,Urbino,/events/details/1445/
1439,Hematolia,2019,Hematolia 2019,2019-04-13,Turkey,Istanbul,/events/details/1439/
1434,Hematom,2019,Hematom 2019,2019-04-13,Croatia,Zagreb,/events/details/1434/
